"ID","Ensembl"
472,"ENSG00000149311"
473,"ENSG00000142599"
474,"ENSG00000172238"
475,"ENSG00000177556"
476,"ENSG00000163399"
477,"ENSG00000018625"
478,"ENSG00000105409"
479,"ENSG00000075673"
480,"ENSG00000132681"
481,"ENSG00000143153"
482,"ENSG00000129244"
483,"ENSG00000069849"
486,"ENSG00000137731"
487,"ENSG00000196296"
488,"ENSG00000174437"
489,"ENSG00000074370"
490,"ENSG00000070961"
491,"ENSG00000157087"
492,"ENSG00000067842"
493,"ENSG00000058668"
495,"ENSG00000105675"
496,"ENSG00000186009"
498,"ENSG00000152234"
501,"ENSG00000164904"
506,"ENSG00000110955"
507,"ENSG00000231635"
509,"ENSG00000165629"
513,"ENSG00000099624"
514,"ENSG00000124172"
515,"ENSG00000116459"
516,"ENSG00000159199"
517,"ENSG00000135390"
518,"ENSG00000154518"
521,"ENSG00000169020"
522,"ENSG00000154723"
523,"ENSG00000114573"
525,"ENSG00000116039"
526,"ENSG00000147416"
527,"ENSG00000185883"
528,"ENSG00000155097"
529,"ENSG00000131100"
533,"ENSG00000117410"
534,"ENSG00000213760"
535,"ENSG00000033627"
537,"ENSG00000071553"
538,"ENSG00000165240"
539,"ENSG00000241837"
540,"ENSG00000123191"
541,"ENSG00000251400"
542,"ENSG00000232292"
545,"ENSG00000175054"
546,"ENSG00000085224"
547,"ENSG00000130294"
549,"ENSG00000148090"
550,"ENSG00000115307"
551,"ENSG00000101200"
552,"ENSG00000166148"
553,"ENSG00000198049"
554,"ENSG00000126895"
558,"ENSG00000167601"
563,"ENSG00000160862"
566,"ENSG00000172232"
567,"ENSG00000166710"
570,"ENSG00000136881"
571,"ENSG00000156273"
572,"ENSG00000002330"
573,"ENSG00000107262"
575,"ENSG00000181790"
576,"ENSG00000121753"
577,"ENSG00000135298"
578,"ENSG00000030110"
579,"ENSG00000109705"
580,"ENSG00000138376"
581,"ENSG00000087088"
582,"ENSG00000174483"
583,"ENSG00000125124"
585,"ENSG00000140463"
586,"ENSG00000060982"
587,"ENSG00000105552"
590,"ENSG00000114200"
593,"ENSG00000248098"
594,"ENSG00000083123"
595,"ENSG00000110092"
596,"ENSG00000171791"
597,"ENSG00000140379"
598,"ENSG00000171552"
599,"ENSG00000129473"
602,"ENSG00000069399"
604,"ENSG00000113916"
605,"ENSG00000110987"
607,"ENSG00000116128"
608,"ENSG00000048462"
610,"ENSG00000099822"
611,"ENSG00000128617"
613,"ENSG00000186716"
616,"ENSG00000215456"
617,"ENSG00000074582"
618,"ENSG00000236824"
622,"ENSG00000161267"
623,"ENSG00000100739"
624,"ENSG00000168398"
627,"ENSG00000176697"
629,"ENSG00000243649"
631,"ENSG00000125864"
632,"ENSG00000242252"
633,"ENSG00000182492"
634,"ENSG00000079385"
635,"ENSG00000145692"
636,"ENSG00000151746"
637,"ENSG00000015475"
638,"ENSG00000100290"
639,"ENSG00000057657"
640,"ENSG00000136573"
641,"ENSG00000197299"
642,"ENSG00000108578"
643,"ENSG00000160683"
644,"ENSG00000106605"
645,"ENSG00000090013"
646,"ENSG00000169594"
648,"ENSG00000168283"
649,"ENSG00000168487"
650,"ENSG00000125845"
651,"ENSG00000152785"
652,"ENSG00000125378"
653,"ENSG00000112175"
654,"ENSG00000153162"
655,"ENSG00000101144"
656,"ENSG00000116985"
657,"ENSG00000107779"
658,"ENSG00000138696"
659,"ENSG00000204217"
660,"ENSG00000102010"
661,"ENSG00000168495"
662,"ENSG00000113734"
663,"ENSG00000140299"
664,"ENSG00000176171"
665,"ENSG00000104765"
666,"ENSG00000176720"
667,"ENSG00000151914"
668,"ENSG00000183770"
669,"ENSG00000172331"
670,"ENSG00000137274"
671,"ENSG00000101425"
672,"ENSG00000012048"
673,"ENSG00000157764"
675,"ENSG00000139618"
676,"ENSG00000137948"
677,"ENSG00000185650"
678,"ENSG00000152518"
680,"ENSG00000102239"
682,"ENSG00000172270"
683,"ENSG00000109743"
684,"ENSG00000130303"
685,"ENSG00000174808"
686,"ENSG00000169814"
687,"ENSG00000119138"
688,"ENSG00000102554"
689,"ENSG00000145741"
693,"ENSG00000254225"
694,"ENSG00000133639"
695,"ENSG00000010671"
696,"ENSG00000124557"
699,"ENSG00000169679"
701,"ENSG00000156970"
705,"ENSG00000112578"
706,"ENSG00000100300"
708,"ENSG00000108561"
710,"ENSG00000149131"
711,"ENSG00000281708"
712,"ENSG00000173372"
713,"ENSG00000173369"
714,"ENSG00000159189"
715,"ENSG00000159403"
716,"ENSG00000182326"
717,"ENSG00000166278"
718,"ENSG00000125730"
719,"ENSG00000171860"
720,"ENSG00000244731"
721,"ENSG00000224389"
722,"ENSG00000123838"
724,"ENSG00000232621"
725,"ENSG00000123843"
726,"ENSG00000149260"
727,"ENSG00000106804"
728,"ENSG00000197405"
729,"ENSG00000039537"
730,"ENSG00000112936"
731,"ENSG00000157131"
732,"ENSG00000021852"
733,"ENSG00000176919"
734,"ENSG00000164823"
735,"ENSG00000113600"
738,"ENSG00000149823"
740,"ENSG00000149792"
741,"ENSG00000174276"
744,"ENSG00000066382"
745,"ENSG00000124920"
746,"ENSG00000134825"
747,"ENSG00000134780"
750,"ENSG00000221819"
752,"ENSG00000184922"
753,"ENSG00000168675"
754,"ENSG00000183255"
755,"ENSG00000160226"
757,"ENSG00000142188"
758,"ENSG00000186732"
759,"ENSG00000133742"
760,"ENSG00000104267"
761,"ENSG00000164879"
762,"ENSG00000167434"
763,"ENSG00000174990"
764,"ENSG00000260133"
765,"ENSG00000131686"
766,"ENSG00000168748"
767,"ENSG00000178538"
768,"ENSG00000107159"
770,"ENSG00000063180"
771,"ENSG00000074410"
773,"ENSG00000141837"
774,"ENSG00000148408"
775,"ENSG00000151067"
776,"ENSG00000157388"
777,"ENSG00000198216"
778,"ENSG00000102001"
779,"ENSG00000081248"
780,"ENSG00000204580"
781,"ENSG00000153956"
782,"ENSG00000067191"
783,"ENSG00000165995"
784,"ENSG00000167535"
785,"ENSG00000182389"
786,"ENSG00000108878"
788,"ENSG00000178537"
790,"ENSG00000084774"
793,"ENSG00000104327"
794,"ENSG00000172137"
795,"ENSG00000169906"
796,"ENSG00000110680"
797,"ENSG00000175868"
798,"ENSG00000253179"
799,"ENSG00000004948"
800,"ENSG00000122786"
801,"ENSG00000198668"
802,"ENSG00000223467"
805,"ENSG00000143933"
808,"ENSG00000160014"
810,"ENSG00000178363"
811,"ENSG00000179218"
813,"ENSG00000128595"
814,"ENSG00000152495"
815,"ENSG00000070808"
816,"ENSG00000058404"
817,"ENSG00000145349"
818,"ENSG00000148660"
819,"ENSG00000164615"
820,"ENSG00000164047"
821,"ENSG00000127022"
822,"ENSG00000042493"
823,"ENSG00000014216"
824,"ENSG00000162909"
825,"ENSG00000092529"
826,"ENSG00000126247"
827,"ENSG00000077274"
828,"ENSG00000105519"
829,"ENSG00000116489"
830,"ENSG00000198898"
831,"ENSG00000153113"
832,"ENSG00000077549"
833,"ENSG00000110619"
834,"ENSG00000137752"
835,"ENSG00000106144"
836,"ENSG00000164305"
837,"ENSG00000196954"
838,"ENSG00000137757"
839,"ENSG00000138794"
840,"ENSG00000165806"
841,"ENSG00000064012"
842,"ENSG00000132906"
843,"ENSG00000003400"
844,"ENSG00000143318"
845,"ENSG00000118729"
846,"ENSG00000036828"
847,"ENSG00000121691"
857,"ENSG00000105974"
858,"ENSG00000105971"
859,"ENSG00000182533"
860,"ENSG00000124813"
861,"ENSG00000159216"
862,"ENSG00000079102"
863,"ENSG00000129993"
864,"ENSG00000020633"
865,"ENSG00000067955"
866,"ENSG00000170099"
867,"ENSG00000110395"
868,"ENSG00000114423"
869,"ENSG00000102924"
871,"ENSG00000149257"
873,"ENSG00000159228"
874,"ENSG00000159231"
875,"ENSG00000160200"
881,"ENSG00000185972"
883,"ENSG00000171097"
885,"ENSG00000187094"
886,"ENSG00000163394"
887,"ENSG00000110148"
889,"ENSG00000001631"
890,"ENSG00000145386"
891,"ENSG00000134057"
892,"ENSG00000112237"
894,"ENSG00000118971"
896,"ENSG00000112576"
897,"ENSG00000224473"
898,"ENSG00000105173"
899,"ENSG00000162063"
900,"ENSG00000113328"
901,"ENSG00000138764"
902,"ENSG00000134480"
904,"ENSG00000129315"
905,"ENSG00000082258"
908,"ENSG00000146731"
909,"ENSG00000158477"
910,"ENSG00000158485"
911,"ENSG00000158481"
912,"ENSG00000158473"
913,"ENSG00000158488"
914,"ENSG00000116824"
915,"ENSG00000167286"
916,"ENSG00000198851"
917,"ENSG00000160654"
919,"ENSG00000198821"
920,"ENSG00000010610"
921,"ENSG00000110448"
922,"ENSG00000073754"
923,"ENSG00000013725"
924,"ENSG00000173762"
925,"ENSG00000153563"
926,"ENSG00000172116"
927,"ENSG00000254126"
928,"ENSG00000010278"
929,"ENSG00000170458"
930,"ENSG00000177455"
931,"ENSG00000156738"
932,"ENSG00000149516"
933,"ENSG00000012124"
939,"ENSG00000139193"
940,"ENSG00000178562"
941,"ENSG00000121594"
942,"ENSG00000114013"
943,"ENSG00000120949"
944,"ENSG00000106952"
945,"ENSG00000105383"
946,"ENSG00000105492"
947,"ENSG00000174059"
948,"ENSG00000135218"
949,"ENSG00000073060"
950,"ENSG00000138760"
951,"ENSG00000104894"
952,"ENSG00000004468"
953,"ENSG00000138185"
954,"ENSG00000054179"
955,"ENSG00000197586"
956,"ENSG00000168032"
957,"ENSG00000187097"
958,"ENSG00000101017"
959,"ENSG00000102245"
960,"ENSG00000026508"
961,"ENSG00000196776"
962,"ENSG00000117091"
963,"ENSG00000143119"
965,"ENSG00000116815"
966,"ENSG00000085063"
967,"ENSG00000135404"
968,"ENSG00000129226"
969,"ENSG00000110848"
970,"ENSG00000125726"
971,"ENSG00000137101"
972,"ENSG00000019582"
973,"ENSG00000105369"
974,"ENSG00000007312"
975,"ENSG00000110651"
976,"ENSG00000123146"
977,"ENSG00000177697"
978,"ENSG00000158825"
983,"ENSG00000170312"
984,"ENSG00000248333"
987,"ENSG00000198589"
988,"ENSG00000096401"
989,"ENSG00000122545"
990,"ENSG00000094804"
991,"ENSG00000117399"
993,"ENSG00000164045"
994,"ENSG00000101224"
995,"ENSG00000158402"
996,"ENSG00000004897"
997,"ENSG00000099804"
998,"ENSG00000070831"
999,"ENSG00000039068"
1000,"ENSG00000170558"
1001,"ENSG00000062038"
1002,"ENSG00000179242"
1003,"ENSG00000179776"
1004,"ENSG00000113361"
1005,"ENSG00000081138"
1006,"ENSG00000150394"
1007,"ENSG00000113100"
1008,"ENSG00000040731"
1009,"ENSG00000140937"
1010,"ENSG00000154162"
1011,"ENSG00000249230"
1012,"ENSG00000140945"
1013,"ENSG00000129910"
1014,"ENSG00000166589"
1015,"ENSG00000079112"
1016,"ENSG00000145526"
1017,"ENSG00000123374"
1018,"ENSG00000250506"
1019,"ENSG00000135446"
1020,"ENSG00000164885"
1021,"ENSG00000105810"
1022,"ENSG00000134058"
1024,"ENSG00000132964"
1025,"ENSG00000136807"
1026,"ENSG00000124762"
1027,"ENSG00000111276"
1028,"ENSG00000129757"
1029,"ENSG00000147889"
1030,"ENSG00000147883"
1031,"ENSG00000123080"
1032,"ENSG00000129355"
1033,"ENSG00000100526"
1036,"ENSG00000129596"
1039,"ENSG00000140743"
1040,"ENSG00000163624"
1041,"ENSG00000204539"
1043,"ENSG00000169442"
1044,"ENSG00000113722"
1045,"ENSG00000165556"
1046,"ENSG00000131264"
1047,"ENSG00000153132"
1048,"ENSG00000105388"
1050,"ENSG00000245848"
1051,"ENSG00000172216"
1052,"ENSG00000221869"
1053,"ENSG00000092067"
1054,"ENSG00000153879"
1056,"ENSG00000170835"
1057,"ENSG00000170827"
1058,"ENSG00000115163"
1059,"ENSG00000125817"
1060,"ENSG00000145241"
1061,"ENSG00000226982"
1062,"ENSG00000138778"
1063,"ENSG00000117724"
1066,"ENSG00000198848"
1068,"ENSG00000177143"
1069,"ENSG00000147400"
1070,"ENSG00000153140"
1071,"ENSG00000087237"
1072,"ENSG00000172757"
1073,"ENSG00000165410"
1075,"ENSG00000109861"
1080,"ENSG00000001626"
1081,"ENSG00000135346"
1082,"ENSG00000104827"
1084,"ENSG00000170956"
1087,"ENSG00000007306"
1088,"ENSG00000124469"
1089,"ENSG00000105352"
1090,"ENSG00000233681"
1095,"ENSG00000227349"
1097,"ENSG00000230529"
1101,"ENSG00000136457"
1102,"ENSG00000136161"
1103,"ENSG00000070748"
1104,"ENSG00000180198"
1105,"ENSG00000153922"
1106,"ENSG00000173575"
1107,"ENSG00000170004"
1108,"ENSG00000111642"
1109,"ENSG00000198610"
1111,"ENSG00000149554"
1112,"ENSG00000053254"
1113,"ENSG00000100604"
1114,"ENSG00000089199"
1116,"ENSG00000133048"
1117,"ENSG00000064886"
1118,"ENSG00000133063"
1119,"ENSG00000110721"
1120,"ENSG00000100288"
1121,"ENSG00000188419"
1122,"ENSG00000203668"
1123,"ENSG00000128656"
1124,"ENSG00000106069"
1128,"ENSG00000168539"
1129,"ENSG00000181072"
1130,"ENSG00000143669"
1131,"ENSG00000133019"
1132,"ENSG00000180720"
1133,"ENSG00000184984"
1134,"ENSG00000138435"
1135,"ENSG00000120903"
1136,"ENSG00000080644"
1137,"ENSG00000101204"
1138,"ENSG00000169684"
1139,"ENSG00000175344"
1140,"ENSG00000170175"
1141,"ENSG00000160716"
1142,"ENSG00000147432"
1143,"ENSG00000117971"
1144,"ENSG00000135902"
1145,"ENSG00000108556"
1146,"ENSG00000196811"
1147,"ENSG00000213341"
1149,"ENSG00000176194"
1152,"ENSG00000166165"
1153,"ENSG00000099622"
1154,"ENSG00000114737"
1155,"ENSG00000105254"
1158,"ENSG00000104879"
1159,"ENSG00000237289"
1160,"ENSG00000131730"
1161,"ENSG00000049167"
1163,"ENSG00000173207"
1164,"ENSG00000123975"
1173,"ENSG00000161203"
1174,"ENSG00000106367"
1175,"ENSG00000042753"
1176,"ENSG00000177879"
1178,"ENSG00000105205"
1179,"ENSG00000016490"
1180,"ENSG00000188037"
1181,"ENSG00000114859"
1182,"ENSG00000109572"
1183,"ENSG00000073464"
1184,"ENSG00000171365"
1185,"ENSG00000011021"
1186,"ENSG00000103249"
1187,"ENSG00000186510"
1188,"ENSG00000184908"
1191,"ENSG00000120885"
1192,"ENSG00000213719"
1193,"ENSG00000155962"
1195,"ENSG00000013441"
1196,"ENSG00000176444"
1198,"ENSG00000179335"
1200,"ENSG00000166340"
1201,"ENSG00000188603"
1203,"ENSG00000102805"
1204,"ENSG00000213335"
1207,"ENSG00000074201"
1208,"ENSG00000137392"
1209,"ENSG00000104853"
1211,"ENSG00000122705"
1212,"ENSG00000175416"
1213,"ENSG00000141367"
1215,"ENSG00000092009"
1230,"ENSG00000163823"
1232,"ENSG00000183625"
1233,"ENSG00000183813"
1234,"ENSG00000160791"
1235,"ENSG00000112486"
1236,"ENSG00000126353"
1237,"ENSG00000179934"
1238,"ENSG00000144648"
1240,"ENSG00000174600"
1241,"ENSG00000213903"
1244,"ENSG00000023839"
1258,"ENSG00000070729"
1259,"ENSG00000198515"
1260,"ENSG00000183862"
1261,"ENSG00000144191"
1262,"ENSG00000132259"
1263,"ENSG00000173846"
1264,"ENSG00000130176"
1265,"ENSG00000064666"
1266,"ENSG00000117519"
1267,"ENSG00000173786"
1268,"ENSG00000118432"
1269,"ENSG00000188822"
1270,"ENSG00000242689"
1271,"ENSG00000122756"
1272,"ENSG00000018236"
1277,"ENSG00000108821"
1278,"ENSG00000164692"
1280,"ENSG00000139219"
1281,"ENSG00000168542"
1282,"ENSG00000187498"
1284,"ENSG00000134871"
1285,"ENSG00000169031"
1286,"ENSG00000081052"
1287,"ENSG00000188153"
1288,"ENSG00000197565"
1289,"ENSG00000130635"
1290,"ENSG00000204262"
1291,"ENSG00000142156"
1292,"ENSG00000142173"
1293,"ENSG00000163359"
1294,"ENSG00000114270"
1295,"ENSG00000144810"
1296,"ENSG00000171812"
1297,"ENSG00000112280"
1298,"ENSG00000049089"
1299,"ENSG00000092758"
1300,"ENSG00000123500"
1301,"ENSG00000060718"
1302,"ENSG00000204248"
1303,"ENSG00000111799"
1305,"ENSG00000197467"
1306,"ENSG00000204291"
1307,"ENSG00000084636"
1308,"ENSG00000065618"
1310,"ENSG00000082293"
1311,"ENSG00000105664"
1312,"ENSG00000093010"
1314,"ENSG00000122218"
1315,"ENSG00000129083"
1316,"ENSG00000067082"
1317,"ENSG00000136868"
1318,"ENSG00000136867"
1325,"ENSG00000241563"
1326,"ENSG00000107968"
1327,"ENSG00000131143"
1329,"ENSG00000135940"
1331,"ENSG00000213111"
1337,"ENSG00000111775"
1339,"ENSG00000156885"
1340,"ENSG00000126267"
1345,"ENSG00000164919"
1346,"ENSG00000161281"
1347,"ENSG00000112695"
1349,"ENSG00000131174"
1350,"ENSG00000127184"
1351,"ENSG00000176340"
1352,"ENSG00000006695"
1353,"ENSG00000166260"
1355,"ENSG00000014919"
1356,"ENSG00000047457"
1357,"ENSG00000091704"
1358,"ENSG00000158516"
1359,"ENSG00000163751"
1360,"ENSG00000153002"
1361,"ENSG00000080618"
1362,"ENSG00000108582"
1363,"ENSG00000109472"
1364,"ENSG00000189143"
1365,"ENSG00000165215"
1366,"ENSG00000181885"
1368,"ENSG00000135678"
1369,"ENSG00000120054"
1370,"ENSG00000178772"
1371,"ENSG00000080819"
1373,"ENSG00000021826"
1374,"ENSG00000110090"
1375,"ENSG00000205560"
1376,"ENSG00000157184"
1378,"ENSG00000203710"
1379,"ENSG00000197721"
1380,"ENSG00000117322"
1381,"ENSG00000166426"
1382,"ENSG00000143320"
1384,"ENSG00000095321"
1385,"ENSG00000118260"
1386,"ENSG00000115966"
1387,"ENSG00000005339"
1388,"ENSG00000213676"
1389,"ENSG00000111269"
1390,"ENSG00000095794"
1392,"ENSG00000147571"
1393,"ENSG00000145708"
1394,"ENSG00000120088"
1395,"ENSG00000106113"
1396,"ENSG00000213145"
1397,"ENSG00000182809"
1398,"ENSG00000167193"
1399,"ENSG00000099942"
1400,"ENSG00000072832"
1401,"ENSG00000132693"
1404,"ENSG00000145681"
1406,"ENSG00000105392"
1407,"ENSG00000008405"
1408,"ENSG00000121671"
1409,"ENSG00000160202"
1410,"ENSG00000109846"
1411,"ENSG00000108255"
1412,"ENSG00000163499"
1413,"ENSG00000196431"
1414,"ENSG00000100122"
1415,"ENSG00000244752"
1416,"ENSG00000100058"
1417,"ENSG00000100053"
1418,"ENSG00000168582"
1419,"ENSG00000182187"
1420,"ENSG00000163254"
1421,"ENSG00000118231"
1424,"ENSG00000223710"
1427,"ENSG00000213139"
1428,"ENSG00000103316"
1429,"ENSG00000116791"
1431,"ENSG00000062485"
1432,"ENSG00000112062"
1434,"ENSG00000124207"
1435,"ENSG00000184371"
1436,"ENSG00000182578"
1437,"ENSG00000164400"
1438,"ENSG00000198223"
1439,"ENSG00000100368"
1440,"ENSG00000108342"
1441,"ENSG00000119535"
1442,"ENSG00000136488"
