ProbeID,Symbol,ID
ILMN_2845658,BC147527,625360
ILMN_2910876,Gm6583,625424
ILMN_2981082,Gm6592,625480
ILMN_3009047,Gm6614,625716
ILMN_2871535,Vmn1r194,626299
ILMN_3030576,Zfp987,626316
ILMN_3103876,Zfp987,626316
ILMN_3160146,Wdr93,626359
ILMN_3162781,Zfp951,626391
ILMN_2808485,Gbp10,626578
ILMN_2938932,Defa26,626708
ILMN_3040588,Klk13,626834
ILMN_3115315,Klk13,626834
ILMN_1237292,Klk13,626834
ILMN_3001496,Gm38396,626854
ILMN_3160244,Gm11992,626870
ILMN_2907241,Syndig1l,627191
ILMN_2901576,Vmn1r90,627280
ILMN_2967302,Gm14092,627302
ILMN_2864179,Gm6787,627782
ILMN_3161399,Nlrp1c-ps,627984
ILMN_2871648,Gm14725,628053
ILMN_2839710,Gm6878,628416
ILMN_3161432,Gm6899,628586
ILMN_3162516,Gm11437,628813
ILMN_3160185,Defb23,629114
ILMN_2973804,Sult2a6,629219
ILMN_2931853,Heatr9,629303
ILMN_3099055,Mroh8,629499
ILMN_3026244,Mroh8,629499
ILMN_3162379,Gm6994,629678
ILMN_2527805,Wfdc10,629756
ILMN_2830060,Wfdc10,629756
ILMN_3161268,Krtap1-4,629873
ILMN_2810539,H2-K2,630499
ILMN_2816271,Dcpp2,630537
ILMN_1221839,Dcpp2,630537
ILMN_3136397,Zfp808,630579
ILMN_3059174,Zfp808,630579
ILMN_2985249,Ssxb8,631002
ILMN_2931659,Gm7073,631784
ILMN_3161404,March10,632687
ILMN_2929990,Dmrtc1b,632708
ILMN_3161671,Erich4,632778
ILMN_2816461,Vmn1r204,632793
ILMN_2977390,Tmem267,633640
ILMN_2837493,Gbp11,634650
ILMN_2984802,Cntnap5a,636808
ILMN_2459045,9530082P21Rik,638247
ILMN_3162855,Fn3k,63828
ILMN_1223313,Fn3k,63828
ILMN_2616261,Taf8,63856
ILMN_2713638,Bco1,63857
ILMN_2722939,Impg1,63859
ILMN_2809443,Gm7247,638695
ILMN_2912729,Zfp296,63872
ILMN_2470407,Zfp296,63872
ILMN_1231520,Trpv4,63873
ILMN_1239372,Trpv4,63873
ILMN_2466284,Trpv4,63873
ILMN_2591031,Niban1,63913
ILMN_2818964,Dusp10,63953
ILMN_2678724,Dusp10,63953
ILMN_1218914,Rbp7,63954
ILMN_2733708,Rbp7,63954
ILMN_2935999,Ube4b,63958
ILMN_2888144,Slc29a1,63959
ILMN_2756771,Gmfb,63985
ILMN_3152663,Gmfg,63986
ILMN_1227907,Gmfg,63986
ILMN_1222471,Gmfg,63986
ILMN_3105608,Gm20767,639910
ILMN_1243388,Slc5a7,63993
ILMN_1214634,Aqp9,64008
ILMN_3049961,Syne1,64009
ILMN_3028463,Syne1,64009
ILMN_3017615,Syne1,64009
ILMN_2767596,Sav1,64010
ILMN_2645071,Nrgn,64011
ILMN_3002281,Yeats4,64050
ILMN_3002284,Yeats4,64050
ILMN_1213495,Sv2a,64051
ILMN_2702887,Sv2a,64051
ILMN_1256476,Perp,64058
ILMN_1246336,Oxct2a,64059
ILMN_1225376,Smoc1,64075
ILMN_3128351,Popdc2,64082
ILMN_2613923,Popdc2,64082
ILMN_1221423,Clstn2,64085
ILMN_2940484,Gpr35,64095
ILMN_2940487,Gpr35,64095
ILMN_1221121,Gpr35,64095
ILMN_2764580,Parvg,64099
ILMN_1243429,Tnmd,64103
ILMN_1257115,Moap1,64113
ILMN_2837888,Nrbf2,641340
ILMN_2878161,Pinlyp,641361
ILMN_2858548,Spint5,641368
ILMN_2839569,Ctsz,64138
ILMN_2666007,Ctsz,64138
ILMN_2927215,Ctsm,64139
ILMN_1235814,Ctsm,64139
ILMN_2620336,Ralb,64143
ILMN_2707666,Mllt1,64144
ILMN_2756121,Mllt1,64144
ILMN_2976250,Mllt1,64144
ILMN_2714589,Sv2b,64176
ILMN_3001186,Trpv6,64177
ILMN_2517665,Trpv6,64177
ILMN_2790241,Herpud1,64209
ILMN_2790246,Herpud1,64209
ILMN_2729574,St7,64213
ILMN_1229827,St7,64213
ILMN_1221931,Rgs18,64214
ILMN_2990103,Rgs18,64214
ILMN_2615821,Ngb,64242
ILMN_2895873,Ngb,64242
ILMN_2955351,Foxb1,64290
ILMN_2770246,Foxb1,64290
ILMN_2711676,Osbpl1a,64291
ILMN_2786442,Ptges,64292
ILMN_2616028,Ptges,64292
ILMN_2948212,Stk32b,64293
ILMN_2932660,Tmub1,64295
ILMN_2730829,Tmub1,64295
ILMN_3002505,Abhd8,64296
ILMN_2974506,Gprc5b,64297
ILMN_1227232,Svs3a,64335
ILMN_2615412,Gng13,64337
ILMN_2764255,Fndc4,64339
ILMN_3161767,Dhx38,64340
ILMN_2624301,Irx6,64379
ILMN_2678607,Ms4a4c,64380
ILMN_1256614,Ms4a8a,64381
ILMN_2676181,Sirt2,64383
ILMN_2737480,Sirt3,64384
ILMN_1231625,Cyp4f14,64385
ILMN_2641201,Sp5,64406
ILMN_2709047,Polr1e,64424
ILMN_1254222,Fcamr,64435
ILMN_2820213,Inpp5e,64436
ILMN_1235042,Gpr85,64450
ILMN_2854983,Gpr85,64450
ILMN_1216302,Gpr85,64450
ILMN_2974664,Slc5a4a,64452
ILMN_2804702,Zfp280b,64453
ILMN_1216446,Slc5a4b,64454
ILMN_2962584,Tspan4,64540
ILMN_1236884,Ndst4,64580
ILMN_3161612,Ireb2,64602
ILMN_2616709,Nisch,64652
ILMN_2687816,Fgf23,64654
ILMN_2787396,Mrps22,64655
ILMN_2909068,Mrps23,64656
ILMN_2841840,Mrps10,64657
ILMN_2600672,Mrps10,64657
ILMN_2691360,Mrps10,64657
ILMN_1246044,Mrps25,64658
ILMN_2680111,Mrps25,64658
ILMN_1239113,Mrps25,64658
ILMN_1256760,Mrps14,64659
ILMN_2673024,Mrps24,64660
ILMN_2868152,Krtdap,64661
ILMN_2755958,Nmi,64685
ILMN_2860915,Keg1,64697
ILMN_2688944,Htra2,64704
ILMN_2590869,Dpys,64705
ILMN_2755815,Scube1,64706
ILMN_2655823,Suv39h2,64707
ILMN_2631691,Suv39h2,64707
ILMN_2973271,Suv39h2,64707
ILMN_2691951,Svep1,64817
ILMN_2910627,Acot10,64833
ILMN_2762433,Acot10,64833
ILMN_1220680,Lpin2,64898
ILMN_2633215,Lpin3,64899
ILMN_2651019,Bhmt2,64918
ILMN_2682120,Scel,64929
ILMN_2465589,Tsc1,64930
ILMN_2659388,Izumo1r,64931
ILMN_1241648,Izumo1r,64931
ILMN_2752836,Izumo1r,64931
ILMN_2912598,Ap3m2,64933
ILMN_2638558,Pes1,64934
ILMN_1242248,Cldn12,64945
ILMN_2742807,Rpl23,65019
ILMN_1238227,Rpl23,65019
ILMN_2946482,Rpl23,65019
ILMN_2685675,Rpl23,65019
ILMN_1238551,Zfp110,65020
ILMN_2498730,Zfp110,65020
ILMN_2624676,Rtn4r,65079
ILMN_2596435,Lpar3,65086
ILMN_3009440,Lpar3,65086
ILMN_1246120,Zfand6,65098
ILMN_1243030,Zfand6,65098
ILMN_2821501,Zfand6,65098
ILMN_2607873,Irak1bp1,65099
ILMN_2798820,Zic5,65100
ILMN_2717690,Nif3l1,65102
ILMN_2738837,Nif3l1,65102
ILMN_2833965,Arl6ip6,65103
ILMN_3034691,Arl6ip4,65105
ILMN_3108440,Arl6ip4,65105
ILMN_1241924,Arl6ip5,65106
ILMN_1252111,Arl6ip5,65106
ILMN_2760430,Lrp10,65107
ILMN_2646230,Dap3,65111
ILMN_2722542,Dap3,65111
ILMN_2620078,Dap3,65111
ILMN_2953910,Dap3,65111
ILMN_2987404,Pmepa1,65112
ILMN_2912872,Ndfip1,65113
ILMN_2844784,Vps35,65114
ILMN_1245984,Prrg2,65116
ILMN_2987709,Slc15a3,65221
ILMN_1224755,Xpo7,65246
ILMN_1251572,Xpo7,65246
ILMN_1240092,Xpo7,65246
ILMN_3069767,Asb1,65247
ILMN_3025113,Asb1,65247
ILMN_3097950,Asb1,65247
ILMN_3161282,Dpysl5,65254
ILMN_2637073,Asb4,65255
ILMN_2748994,Asb4,65255
ILMN_2765759,Asb2,65256
ILMN_1236376,Asb3,65257
ILMN_2663555,Asb3,65257
ILMN_3160174,Nrp,654309
ILMN_2953006,Fbxw7as1,654362
ILMN_2876629,LOC654426,654426
ILMN_2945956,Gm7334,654432
ILMN_3161109,Defb33,654453
ILMN_3160566,Defb44-ps,654454
ILMN_3161354,Defb26,654457
ILMN_3160578,Defb43,654458
ILMN_3160561,Defb25,654459
ILMN_3162156,Defb18,654460
ILMN_3161648,Kncn,654462
ILMN_3161487,Defb47,654465
ILMN_2933624,Gm10052,654467
ILMN_2943710,Gm12070,654472
ILMN_2882996,Gm7337,654494
ILMN_2910504,Zfp784,654801
ILMN_2844820,Angptl7,654812
ILMN_2801171,Smco3,654818
ILMN_3161657,Gcnt7,654821
ILMN_2595857,Ankrd37,654824
ILMN_2441501,Clstn1,65945
ILMN_2969845,Ccl21c,65956
ILMN_2463979,Twsg1,65960
ILMN_1235253,Twsg1,65960
ILMN_2706987,Utp3,65961
ILMN_1218241,Slc9a3r2,65962
ILMN_2710274,Slc9a3r2,65962
ILMN_1259470,Tmem176b,65963
ILMN_2666792,Map3k20,65964
ILMN_2662885,Map3k20,65964
ILMN_2723072,Map3k20,65964
ILMN_2607468,Map3k20,65964
ILMN_1256000,Map3k20,65964
ILMN_2595189,Map3k20,65964
ILMN_1217939,Map3k20,65964
ILMN_2849985,Eefsec,65967
ILMN_1228374,Lima1,65970
ILMN_2669189,Lima1,65970
ILMN_3131640,Tbata,65971
ILMN_2651010,Tbata,65971
ILMN_2767918,Ifi30,65972
ILMN_1228213,Ifi30,65972
ILMN_1259678,Asph,65973
ILMN_1233759,Asph,65973
ILMN_2594584,Asph,65973
ILMN_2610012,Asph,65973
ILMN_2741446,Asph,65973
ILMN_2671843,Asph,65973
ILMN_2606990,Asph,65973
ILMN_2610810,Asph,65973
ILMN_2609988,Asph,65973
ILMN_1235836,Asph,65973
ILMN_2776700,Asph,65973
ILMN_2601196,Asph,65973
ILMN_2708404,Asph,65973
ILMN_2610809,Asph,65973
ILMN_2876169,Ranbp17,66011
ILMN_2693858,Tmem254a,66039
ILMN_2642800,Sostdc1,66042
ILMN_1254705,Atp5d,66043
ILMN_2753057,Dtd1,66044
ILMN_2617335,Ndufb5,66046
ILMN_2755519,Mrpl54,66047
ILMN_2660815,Emc6,66048
ILMN_1222821,Rogdi,66049
ILMN_2734484,0610009B22Rik,66050
ILMN_2594149,Sdhc,66052
ILMN_1256125,Sdhc,66052
ILMN_2771686,Ppil2,66053
ILMN_1215733,Cndp2,66054
ILMN_2699078,Sf3b6,66055
ILMN_2952292,Sf3b6,66055
ILMN_2438078,Zfp524,66056
ILMN_2795410,Tmem176a,66058
ILMN_2795412,Tmem176a,66058
ILMN_2605694,Krtcap2,66059
ILMN_2720925,Tctex1d2,66061
ILMN_2720652,Hsd17b14,66065
ILMN_1251233,Gng11,66066
ILMN_2799368,Gtpbp8,66067
ILMN_1256281,Gtpbp8,66067
ILMN_2670415,Snupn,66069
ILMN_2663410,Cwc15,66070
ILMN_2621074,Ethe1,66071
ILMN_2596016,Sdhaf2,66072
ILMN_1255473,Txndc12,66073
ILMN_2665198,Tmem167,66074
ILMN_1243188,Chchd3,66075
ILMN_2603581,Aurkaip1,66077
ILMN_2628175,Tsen34,66078
ILMN_2604467,Tmem42,66079
ILMN_2853619,Abhd6,66082
ILMN_1223358,Setd6,66083
ILMN_2983669,Setd6,66083
ILMN_2955535,Rmnd1,66084
ILMN_2924030,Eif3f,66085
ILMN_2717539,Cep20,66086
ILMN_2689083,Emc3,66087
ILMN_1228253,Emc3,66087
ILMN_2859294,Emc3,66087
ILMN_2918663,Rmnd5b,66089
ILMN_2689667,Rmnd5b,66089
ILMN_2453076,Ypel3,66090
ILMN_3132898,Ypel3,66090
ILMN_2792560,Ndufa3,66091
ILMN_1231264,Ghitm,66092
ILMN_2621882,Lamtor4,66096
ILMN_2801746,Chchd6,66098
ILMN_2971758,Ppih,66101
ILMN_2687586,Cxcl16,66102
ILMN_1236300,Tceal6,66104
ILMN_2839027,Tceal6,66104
ILMN_2443725,Ube2d3,66105
ILMN_2591308,Smpx,66106
ILMN_2785679,Smpx,66106
ILMN_2651743,Wfdc21,66107
ILMN_2657694,Ndufa9,66108
ILMN_1231147,Tspan13,66109
ILMN_2650532,Tmed3,66111
ILMN_2850937,Tmed3,66111
ILMN_2641301,Apoa5,66113
ILMN_1246587,Dnajc30,66114
ILMN_2465068,Dnajc30,66114
ILMN_2739027,Nat8f1,66116
ILMN_2958076,Fmc1,66117
ILMN_2804251,Sarnp,66118
ILMN_1236123,Tomm6,66119
ILMN_1224635,Fkbp11,66120
ILMN_1228231,Chchd1,66121
ILMN_2667614,Josd2,66124
ILMN_2975956,Sf3b5,66125
ILMN_1231371,Elof1,66126
ILMN_2647669,Prxl2c,66129
ILMN_2674655,Prxl2c,66129
ILMN_1234909,Tipin,66131
ILMN_1216801,Tipin,66131
ILMN_2968907,Tipin,66131
ILMN_2971486,Znrd1,66136
ILMN_2971481,Znrd1,66136
ILMN_1247048,Znrd1,66136
ILMN_1252719,Bud23,66138
ILMN_1250081,Bud23,66138
ILMN_2478874,Bud23,66138
ILMN_1250757,Mymk,66139
ILMN_2641700,Mymk,66139
ILMN_2789047,Ska2,66140
ILMN_2645490,Ska2,66140
ILMN_2658501,Ifitm3,66141
ILMN_2671689,Cox7b,66142
ILMN_2703844,Eef1e1,66143
ILMN_2657921,Maco1,66146
ILMN_2796400,Necap2,66147
ILMN_2813454,Dnajc15,66148
ILMN_2657516,Prr13,66151
ILMN_3142224,Uqcr10,66152
ILMN_2636384,Uqcr10,66152
ILMN_2717387,Fbxo36,66153
ILMN_2849680,Tmem14c,66154
ILMN_2472110,Tmem14c,66154
ILMN_2435206,Tmem14c,66154
ILMN_2744693,Ufc1,66155
ILMN_1237597,Anapc11,66156
ILMN_3099265,Anapc11,66156
ILMN_2952779,Rtl8a,66158
ILMN_1238167,Pop4,66161
ILMN_2846368,Bola2,66162
ILMN_1257408,Mrpl4,66163
ILMN_2718990,Nip7,66164
ILMN_2755730,Nip7,66164
ILMN_2959122,Nip7,66164
ILMN_2759920,Bccip,66165
ILMN_2779858,S100a14,66166
ILMN_2588411,Grina,66168
ILMN_2499944,Tomm7,66169
ILMN_2801540,Chchd5,66170
ILMN_2664548,Pgls,66171
ILMN_1257061,Med11,66172
ILMN_3000536,Med11,66172
ILMN_2660364,Nudt14,66174
ILMN_2658461,Mustn1,66175
ILMN_2797928,Mustn1,66175
ILMN_2469689,Ubl5,66177
ILMN_2960474,Ogfod3,66179
ILMN_1231457,P3h4,66180
ILMN_2997106,Nop10,66181
ILMN_2669023,Nop10,66181
ILMN_2737090,Rps4l,66184
ILMN_2669782,Acer3,66190
ILMN_2681057,Acer3,66190
ILMN_2781602,Ier3ip1,66191
ILMN_2679532,Lage3,66192
ILMN_1255697,Pithd1,66193
ILMN_1221838,Pithd1,66193
ILMN_1228613,Pycrl,66194
ILMN_1244317,Lce1g,66195
ILMN_2768325,Cks2,66197
ILMN_2712007,Them5,66198
ILMN_2946970,Them5,66198
ILMN_2798183,Commd4,66199
ILMN_2993720,Commd6,66200
ILMN_2679823,Vta1,66201
ILMN_2825260,1110059G10Rik,66202
ILMN_2707612,Lce1m,66203
ILMN_2640961,Acyp1,66204
ILMN_2616097,Cd302,66205
ILMN_2661628,1110059E24Rik,66206
ILMN_2846731,1110059E24Rik,66206
ILMN_2941728,Nenf,66208
ILMN_2983565,Inip,66209
ILMN_1220589,Inip,66209
ILMN_2649810,Rpl3l,66211
ILMN_2609807,Sec61b,66212
ILMN_2609809,Sec61b,66212
ILMN_2832091,Med7,66213
ILMN_1225666,Med7,66213
ILMN_2593774,Rgcc,66214
ILMN_2605004,Ndufb9,66218
ILMN_3148355,Zdhhc12,66220
ILMN_2520032,Zdhhc12,66220
ILMN_1231573,Serpinb1a,66222
ILMN_2753924,Mrpl35,66223
ILMN_2596834,Llph,66225
ILMN_1222823,Llph,66225
ILMN_2878486,Llph,66225
ILMN_2438032,Trappc2,66226
ILMN_1235440,Trappc2,66226
ILMN_1249606,Rpl7l1,66229
ILMN_2661407,Rpl7l1,66229
ILMN_2752224,Mrps28,66230
ILMN_2663674,Dmap1,66233
ILMN_2823778,Msmo1,66234
ILMN_2754346,Eif1ax,66235
ILMN_1228796,Atp6v1g2,66237
ILMN_2640082,Atp6v1g2,66237
ILMN_2765662,Kcne1l,66240
ILMN_1235494,Tmem9,66241
ILMN_2619671,Mrps16,66242
ILMN_2607522,Nemf,66244
ILMN_1224862,Nemf,66244
ILMN_1247242,Nemf,66244
ILMN_2680160,Nemf,66244
ILMN_2680463,Hspbp1,66245
ILMN_2664511,Osgep,66246
ILMN_1222503,Alg5,66248
ILMN_2660414,Alg5,66248
ILMN_1215967,Alg5,66248
ILMN_1233889,Pno1,66249
ILMN_2648618,Arfgap3,66251
ILMN_1227386,Aig1,66253
ILMN_2734408,Dimt1,66254
ILMN_2833606,Ssr2,66256
ILMN_2821916,Nicn1,66257
ILMN_2594394,Nicn1,66257
ILMN_2758690,Mrps17,66258
ILMN_2810963,Camk2n1,66259
ILMN_2919393,Tmem54,66260
ILMN_3006663,Tm4sf20,66261
ILMN_2667300,Ing5,66262
ILMN_2658171,Ing5,66262
ILMN_1237907,Ing5,66262
ILMN_1220430,Ccdc28b,66264
ILMN_2694257,Ccdc28b,66264
ILMN_1258998,Eapp,66266
ILMN_1255634,Pigyl,66268
ILMN_2745614,Retreg1,66270
ILMN_2803627,Tmem126a,66271
ILMN_2597810,Cox16,66272
ILMN_2970900,Cox16,66272
ILMN_2970899,Cox16,66272
ILMN_2896944,Aamdc,66273
ILMN_1221262,1810009A15Rik,66276
ILMN_2872246,1810009A15Rik,66276
ILMN_1235255,Klf15,66277
ILMN_2981896,Tmem218,66279
ILMN_2639402,Tmem218,66279
ILMN_2647318,Tma16,66282
ILMN_2701207,Tma16,66282
ILMN_2600499,Gkn1,66283
ILMN_2593257,Gkn2,66284
ILMN_1221592,Sec11c,66286
ILMN_2980898,Mptx1,66289
ILMN_2928875,Atp6v1g1,66290
ILMN_1246756,Smim8,66291
ILMN_2873180,Smim8,66291
ILMN_1221983,Smim8,66291
ILMN_2745555,Mrps21,66292
ILMN_2724415,Fam3a,66294
ILMN_2630468,Haus2,66296
ILMN_2943256,Defa21,66298
ILMN_2987015,Rmdn1,66302
ILMN_1235434,Isoc1,66307
ILMN_1253355,Mplkip,66308
ILMN_2674032,Tmem128,66309
ILMN_2602396,Dpy30,66310
ILMN_1250767,Tpd52l2,66314
ILMN_2706451,Senp7,66315
ILMN_3098927,Senp7,66315
ILMN_1260543,Senp7,66315
ILMN_3124364,Wdr61,66317
ILMN_2647119,Wdr61,66317
ILMN_2853508,Tmem208,66320
ILMN_1232564,Krt88,66322
ILMN_2619505,Dnajc5b,66326
ILMN_1245353,Scp2d1,66328
ILMN_2607827,Scp2d1,66328
ILMN_2706550,Susd3,66329
ILMN_2895240,1700020L24Rik,66330
ILMN_1231777,1700018B24Rik,66332
ILMN_1225901,Aqp11,66333
ILMN_2670407,Aqp11,66333
ILMN_1217272,Atp6v1c1,66335
ILMN_2970623,Cenpp,66336
ILMN_1214517,Fam229b,66337
ILMN_2655175,Cdrt4,66338
ILMN_2592313,Psenen,66340
ILMN_1254327,Eid3,66341
ILMN_1224142,Tmem177,66343
ILMN_2941749,Lce3b,66344
ILMN_2619519,Lce3b,66344
ILMN_2621158,Lce3b,66344
ILMN_1260016,1700029P11Rik,66346
ILMN_3046125,1700029P11Rik,66346
ILMN_3121687,1700029P11Rik,66346
ILMN_2666225,Dmac2,66349
ILMN_2588391,Pla2g12a,66350
ILMN_2636536,Pla2g12a,66350
ILMN_1222196,Riiad1,66353
ILMN_2756618,Snw1,66354
ILMN_2602581,Gmpr,66355
ILMN_2699624,Knop1,66356
ILMN_1225520,Knop1,66356
ILMN_2904961,Ostc,66357
ILMN_1226476,Adprm,66358
ILMN_2693258,Cox20,66359
ILMN_2660056,Zfand1,66361
ILMN_1246799,Exosc3,66362
ILMN_2752408,Ccdc90b,66365
ILMN_2599615,Ergic3,66366
ILMN_2992541,Ergic3,66366
ILMN_3004931,2310022A10Rik,66367
ILMN_2713160,Rtca,66368
ILMN_1256843,Dus2,66369
ILMN_2601851,Chmp4c,66371
ILMN_2971946,Lsm5,66373
ILMN_1219918,2310011J03Rik,66374
ILMN_2939702,Dhrs7,66375
ILMN_1213456,Dhrs7,66375
ILMN_2747820,Dhrs7,66375
ILMN_2983247,Ndufc1,66377
ILMN_1229975,Ndufc1,66377
ILMN_1249408,Cox14,66379
ILMN_1250750,Rnf113a2,66381
ILMN_1234425,Iscu,66383
ILMN_2871111,Srp19,66384
ILMN_2626028,Srp19,66384
ILMN_2757224,Srp19,66384
ILMN_2699451,Ppp1r7,66385
ILMN_2617305,Nudt8,66387
ILMN_2834370,Cutc,66388
ILMN_2686087,Cutc,66388
ILMN_2754997,Prelid3b,66390
ILMN_1215934,Prl2b1,66392
ILMN_2890743,Nosip,66394
ILMN_1225133,Nosip,66394
ILMN_2621588,Nosip,66394
ILMN_1258578,Ahnak,66395
ILMN_3079919,Ahnak,66395
ILMN_3159275,Ahnak,66395
ILMN_2609772,Ccdc82,66396
ILMN_2715003,Sar1b,66397
ILMN_2997998,Sar1b,66397
ILMN_1214793,Commd5,66398
ILMN_2640203,Tsfm,66399
ILMN_1251766,Alkbh7,66400
ILMN_1259148,Nudt2,66401
ILMN_2918875,Sln,66402
ILMN_1239345,Asf1a,66403
ILMN_2596259,Rtf2,66404
ILMN_2845980,Rtf2,66404
ILMN_2845974,Rtf2,66404
ILMN_2636315,Mcts2,66405
ILMN_2691706,Sac3d1,66406
ILMN_1224268,Mrps15,66407
ILMN_3037920,Aptx,66408
ILMN_2605096,Rsl1d1,66409
ILMN_2605094,Rsl1d1,66409
ILMN_2730991,Mterf3,66410
ILMN_2621304,Mterf3,66410
ILMN_2620061,Tbcb,66411
ILMN_2648967,Arrdc4,66412
ILMN_1254132,Psmd6,66413
ILMN_1241910,Psmd6,66413
ILMN_1220362,Ndufa12,66414
ILMN_2629044,Ndufa7,66416
ILMN_1232776,Mrpl11,66419
ILMN_1234905,Polr2e,66420
ILMN_2709446,Polr2e,66420
ILMN_2639035,2410004B18Rik,66421
ILMN_1228334,Dctpp1,66422
ILMN_1234516,Coprs,66423
ILMN_2720180,Cyb5b,66427
ILMN_2680665,Oxld1,66431
ILMN_3162446,Slc7a6os,66432
ILMN_1240104,Chchd7,66433
ILMN_2939295,Fis1,66437
ILMN_2939294,Fis1,66437
ILMN_2852624,Hamp2,66438
ILMN_2748300,Borcs7,66439
ILMN_2588986,Cdc26,66440
ILMN_1223176,Magohb,66441
ILMN_1255960,Spc25,66442
ILMN_2901180,Spc25,66442
ILMN_2780550,Tnfaip8l1,66443
ILMN_2780552,Tnfaip8l1,66443
ILMN_1251771,Cyc1,66445
ILMN_2715289,Exosc7,66446
ILMN_2615035,Mgst3,66447
ILMN_1238479,Mgst3,66447
ILMN_2665316,Mrpl20,66448
ILMN_2976867,Pam16,66449
ILMN_1221084,2610528J11Rik,66451
ILMN_2502596,Nmnat1,66454
ILMN_2843403,Cnpy4,66455
ILMN_2629610,Pyurf,66459
ILMN_2674425,Sys1,66460
ILMN_2865999,Rhox4g,664608
ILMN_2602406,Ptpmt1,66461
ILMN_2846026,Rhox4d,664610
ILMN_2749143,Rex1bd,66462
ILMN_2826157,Taf12,66464
ILMN_2826161,Taf12,66464
ILMN_1238852,Taf12,66464
ILMN_1223234,Gtf2h5,66467
ILMN_1243845,Ska1,66468
ILMN_3004797,Ska1,66468
ILMN_1238542,Prxl2b,66469
ILMN_2723788,Anp32e,66471
ILMN_2919377,Ctrb1,66473
ILMN_2990715,Rps23,66475
ILMN_1219002,Atp5md,66477
ILMN_2757889,Gm44505,664779
ILMN_3007253,Dux,664783
ILMN_3116055,1700029F12Rik,66479
ILMN_1218314,1700029F12Rik,66479
ILMN_2855551,Ctcfl,664799
ILMN_1240898,Rps21,66481
ILMN_2752948,Exoc2,66482
ILMN_2967528,Rpl36al,66483
ILMN_2642188,Fam136a,66488
ILMN_1227440,Rpl35,66489
ILMN_1229609,Zmat2,66492
ILMN_2831273,Mrpl51,66493
ILMN_2653020,Mrpl51,66493
ILMN_2645772,Mrpl51,66493
ILMN_2734511,Ndufb3,66495
ILMN_2590015,Ppdpf,66496
ILMN_2894984,Ppdpf,66496
ILMN_1233531,Cmss1,66497
ILMN_2862418,Slc30a7,66500
ILMN_1233693,Slc30a7,66500
ILMN_3090756,1700029H14Rik,66501
ILMN_1241241,1700029H14Rik,66501
ILMN_2497068,Zmynd11,66505
ILMN_2472861,Zmynd11,66505
ILMN_2497067,Zmynd11,66505
ILMN_2695599,Psmg3,66506
ILMN_2673380,Lamtor1,66508
ILMN_2682063,Rnf181,66510
ILMN_2606015,Rnf181,66510
ILMN_2858173,Chtop,66511
ILMN_2676716,Chtop,66511
ILMN_1228394,Chtop,66511
ILMN_2906042,Tab1,66513
ILMN_2731482,Tab1,66513
ILMN_1233783,Tab1,66513
ILMN_1245918,Tab1,66513
ILMN_1224874,Asrgl1,66514
ILMN_2666690,Cul7,66515
ILMN_2981710,Zpld2,665186
ILMN_2796557,Rwdd1,66521
ILMN_2642525,Rwdd1,66521
ILMN_2846254,Pgpep1,66522
ILMN_2846255,Pgpep1,66522
ILMN_2994063,2810004N23Rik,66523
ILMN_2703302,2810004N23Rik,66523
ILMN_1241845,Timm50,66525
ILMN_2744326,Gm11401,665250
ILMN_2991488,Vmn2r28,665255
ILMN_1226642,Tceanc2,66526
ILMN_2615110,Tceanc2,66526
ILMN_1247919,Tceanc2,66526
ILMN_2751248,Tceanc2,66526
ILMN_3109753,Plb1,665270
ILMN_3036004,Plb1,665270
ILMN_2643326,Smim5,66528
ILMN_2876575,Ubxn6,66530
ILMN_2876579,Ubxn6,66530
ILMN_1234318,Ubxn6,66530
ILMN_2743660,Cmc2,66531
ILMN_2703204,Cmc2,66531
ILMN_2594066,Rep15,66532
ILMN_2592629,Nipsnap3b,66536
ILMN_2596459,Nipsnap3b,66536
ILMN_1247602,Nipsnap3b,66536
ILMN_2657376,Nipsnap3b,66536
ILMN_2625352,Pomp,66537
ILMN_2881810,Gm7609,665378
ILMN_2699989,Rps19bp1,66538
ILMN_2807335,Fam107b,66540
ILMN_2836654,Hist1h2ap,665433
ILMN_2692399,Adamtsl5,66548
ILMN_2660898,Aggf1,66549
ILMN_2596231,Aggf1,66549
ILMN_2858324,Aggf1,66549
ILMN_1249270,Aggf1,66549
ILMN_2603559,Aggf1,66549
ILMN_1258638,Sppl2a,66552
ILMN_1252689,Sppl2a,66552
ILMN_2914347,Sppl2a,66552
ILMN_2995866,Mthfd2l,665563
ILMN_2664244,Bpifb2,66557
ILMN_1253142,Metap1d,66559
ILMN_2634140,Teddm3,66561
ILMN_3050077,Gm7729,665646
ILMN_2635801,Ntpcr,66566
ILMN_2922728,Rwdd3,66568
ILMN_1236100,Rwdd3,66568
ILMN_2477259,Gm7748,665682
ILMN_2683528,Gdpd1,66569
ILMN_2734882,Cenpm,66570
ILMN_2733472,Cenpm,66570
ILMN_3104928,Cenpm,66570
ILMN_3034659,Dzip1,66573
ILMN_2512849,Uqcrh,66576
ILMN_2929621,Bod1l,665775
ILMN_2913326,Mis18a,66578
ILMN_1224534,Exosc1,66583
ILMN_2652961,Snrnp40,66585
ILMN_1219797,Crls1,66586
ILMN_3062470,Crls1,66586
ILMN_3140091,Crls1,66586
ILMN_1231132,Crls1,66586
ILMN_2672662,Fastk,66587
