liver_myc	kidney_myc	lung_myc	lung_mycras	lung_ras	tall_myc	eumyc_myc
Rpl21-ps4	Cenpt		Las1l		Mif	Arhgef17
Glipr2	Dctd		0610040J01Rik		Minpp1	Spn
Iqgap3	C530008M17Rik		Car12		Mki67	Sptbn2
Bex4	Mical2		Il34		Mlh1	Spr
Gnptab	Ubtd2		Snx7		Trpm1	Tbc1d16
Rpl31-ps1	Trmt61a		Stambpl1		Mns1	Thsd4
Rpl29-ps2	Ptrh1		Spcs3		Mocs2	Ccdc40
Prr7	A630034I12Rik		Rps9		Mdh2	Sephs2
Gm12816	Fam185a		Lrg1		Mdh1	Sqle
Gm13212	Ctxn1		Mnd1		Psmd7	Tspoap1
Pusl1	Slc7a6		Arfip2		Mras	Scarb1
Rps6-ps3	Gm5135		Urah		Mre11a	Src
Gm5643	Gars		Esrp2		Msh2	BC034090
Gm5723	Prune2		Sowahb		Msh6	4930539E08Rik
Nup85	Hist1h3a		Rps27a		Grpel1	Pif1
Thop1	Fastkd5		Rassf10		Mt1	Srm
Rgs1	Hjurp		Rictor		Polr2k	Yeats2
Chek2	Gpr176		Pus7l		Mt2	Srpk1
Hnrnpdl	Gm1673		Srd5a1		Mt3	Phldb2
Nasp	Tatdn2		Polr3h		Map1a	Rpp40
Slc7a8	Tsen2		Fbxo34		Map1b	Stc2
Ctps	Lockd		Tnfrsf22		Map7	Kntc1
Mcrs1	Rpl21-ps4		Cblc		Mtf2	Tspan10
Fubp1	Rpl35-ps1		Uck2		Nudt1	Creb3l3
Knstrn	Gm5277		Sorcs2		Mthfd2	Plk4
Hn1l	Glipr2		Kars		Tesmin	Aurkb
Pbk	Gm5321		Il24		Mttp	Aurka
Rab11fip5	Gm5340		Glrx		Commd1	Npb
Rragd	Thoc6		Immp2l		Mut	Strap
Cdca8	Bex4		Smarca1		Mxi1	Ulk4
Rcn3	Gnptab		Igsf9		Myb	Zc3hav1l
Nhp2	Rpl31-ps1		Clmn		Mybl1	Stx1a
Ncaph2	Rpl29-ps2		Mrpl34		Mybl2	Abcc9
Mettl2	Prr7		Nans		Myef2	Gen1
Slx4	AA467197		Tnfrsf21		Mylpf	Suv39h1
Nxf1	Gm14231		Tprn		Naca	Kif15
Eif3g	Gm12816		Hmgb2		Nck2	Tbc1d31
Hif3a	Gm13212		Qars		Ncl	Zfp947
Hpcal1	Zfp985		Tmem132a		Ndufa4	Alkbh1
Nap1l1	Pusl1		Lrrc59		Ndufv1	Kcnj14
Ddx39b	Gm5561				Nedd4	Nomo1
Ear3	Rps6-ps3				Sept2	Fancd2
Sart3	Gm5723				Nedd8	Mms22l
Gal3st1	Nup85				Nek1	Klhl32
Ddx20	Thop1				Nek2	Tarbp1
Gipc2	Mfap5				Nfs1	Tnpo2
Spag5	Hnrnpdl				Nipsnap1	Aox2
Pabpn1	Ctps				Mrpl40	Slc39a14
Ctnnal1	Bok				Nme1	Rnf26
Ncapg	Knstrn				Nme2	Tacc3
Crlf3	Pbk				Nqo2	Bag2
Cldn6	Cdca8				Rrp1	Tbl3
Gm5905	Adgra1				Nnt	Tbrg4
Prickle3	Cdkn2aipnl				Emc8	Atg9b
Ccdc120	Nudcd2				Mrpl49	Agap3
Plagl2	Ncaph2				Nos1	4933430I17Rik
Eif3d	Zwint				Uhrf1	Arhgap29
Pdzrn3	Eif3g				Npm1	Gm4787
Nop58	Vti1a				Npm3	Tcp1
Rplp1	Ddx39b				Nras	Cep164
Tcerg1	Ear3				Nrtn	Syde2
Pdss1	Nudt5				Nthl1	Chtf18
Mad2l1	Ddx20				Nudc	Rhbdl1
Rbm38	Pdlim1				Nup62	Ncaph
Ddx21	Spag5				Nxn	Entpd3
Uchl5	Pabpn1				Ogg1	Gls2
Acin1	Unc93b1				Oit3	Lgalsl
Espn	Hpgds				Sigmar1	Gemin5
Gkap1	Gm5796				Orc1	Mrpl22
Fam69b	Gm5797				Orc2	Tead3
Rassf1	Gm5835				Slc25a15	Alyref
Aatf	Gm5836				Hspa4l	Dhrs7b
Arl3	Nup210				Mybbp1a	Arhgap44
Pus1	Gm5905				P2rx7	Nlgn2
Fzr1	Extl3				P4ha2	Trp53i13
Sssca1	Prickle3				Prdx1	Nle1
Morf4l2	Ccdc120				Palm	Tada2a
Noa1	Serpina3h				Pam	Nr1d1
Pfkp	Parp14				Pcna	Asb16
Tspan3	Eef1b2				Pcna-ps2	G2e3
Ybx3	Nop58				Pcsk4	Mis18bp1
Orc6	Panx1				Pctp	Mgat2
Dynll1	Tcerg1				Pdcd1	L2hgdh
Actl6a	Set				Pdcd2	Utp4
Sae1	Ftsj3				Pdcd6	Pomt2
Ruvbl1	Rbm38				Pdcd11	Tfdp1
Nme4	Ddx21				Pdha1	Serpina10
Mgst1	Rev1				Padi3	Cdca7l
Clec4n	Hdac7				Padi4	Tgfb2
Clec7a	Fam69b				Pemt	4930558J22Rik
Crtap	Styx				Pex7	Tgfbr3
Rec8	Naa10				Pfdn2	Thbs1
Igdcc4	Sssca1				Pfkl	Thrsp
Dhodh	Morf4l2				Pfkm	Thy1
Pdxp	Noa1				Pgam1	Tiam1
Zfp276	Rrad				Pgk1	Lhfpl2
Xpo4	Ybx3				Abcb1b	Tie1
Wdr46	Orc6				Phb	Timeless
Gm14685	Aldh18a1				Slc25a3	Depdc1b
Isg20	Sae1				Piga	Timp3
Slc15a2	Elf4				Pigf	Tkt
Noc2l	Ankrd49				Pkm	Tle1
Tbc1d1	Ruvbl1				Pklr	Oxnad1
Hic2	Nme4				Plaa	Fermt2
Efemp2	Clec4n				Pa2g4	Wdhd1
Pole3	Clec7a				Plk1	Dlgap5
Anapc5	Clcf1				Plxna3	Haus4
Nup160	Litaf				Ppp1r14b	Ska3
Thap11	Igdcc4				Pnn	Dtymk
Hgh1	Psrc1				Pola1	Tmpo
Cenpk	C1qtnf1				Pola2	Tnc
Qtrt1	Dhodh				Pold1	Tnfsf11
Fads3	Tacstd2				Pold2	Tnfsf8
Fignl1	Psg23				Pole	Tnni2
Hist2h2ab	Pdxp				Pole2	Tnni3
Gm6382	Bcam				Pomc	Top2a
Gm13669	Noc2l				Endou	Tpi1
Rad54b	Noc3l				Plpp1	Traip
Gm6579	Tnip1				Ppp1cc	Tfrc
Rpl31-ps20	Rangrf				Ppp1r1b	Prss2
Erich4	Isy1				Ppp5c	Try4
Trim71	Efemp2				Nup88	Ttk
Gm7194	Rcl1				Prep	Ttn
Zfp296	Nsa2				Prim1	Tuba1b
Polr1e	Hgh1				Prim2	Txn1
Nisch	Cenpk				Prkar2a	Tyms
Mrps25	Qtrt1				Prkcsh	Tyro3
Htra2	Fignl1				Prps1	Dpysl3
Rpl23	Hist2h2ab				Psma2	Umps
Dap3	Gm13669				Psma3	Unc5c
Slc15a3	Rad54b				Psmb4	Ung
Ankrd37	Gm6440				Psmb5	Vdac1
Ifi30	C4a				Psmb6	Vegfa
Dtd1	Rpl31-ps20				Psmb7	Vegfc
Mrpl54	Gm6654				Psmc1	Vldlr
Rogdi	Rpl31-ps15				Psmc2	Them6
Chchd6	Gm6745				Psmc3	Ttll12
Ppih	Rpl21-ps8				Psmc3ip	Zbed4
Tomm6	Bco1				Psmc5	Wee1
Tipin	Zfp296				Psme3	Scarf2
Ska2	Ctsz				Pter	Atp13a3
Necap2	Htra2				Bspry	C330027C09Rik
Bola2	Rpl23				Ufsp2	Wnt6
1810032O08Rik	Slc15a3				Rwdd4a	Acat3
Cenpw	Ankrd37				Med9	Vmn2r98
Cenpp	Eif3f				Btnl10	Tbc1d24
Pla2g12a	Cxcl16				Ptma	Lrrc73
2310022A10Rik	Fkbp11				Ptpn5	Trerf1
Rsl1d1	Sf3b5				Cabp7	Kcng3
Arrdc4	Pop4				Abcg4	Mib1
Magohb	Bola2				Ptprf	Ankrd29
Spc25	Cenpw				Ptprn	Rell2
Mgst3	Cenpp				Ptprs	Prelid3a
Rpl35	Lsm5				Itgb4	Haus1
Cmss1	Ahnak				Pxmp2	Lrfn4
Psmg3	Rsl1d1				Zfp3	Gstp3
Tab1	Arrdc4				BC018473	Dmrt2
Cul7	Dctpp1				Rab4a	Twnk
Hist1h2ao	Gm44505				Kif20a	Zap70
Gm7665	Rpl35				Rabggtb	Zranb3
Mis18a	Cmss1				Rac1	Dyrk3
Gtf3a	Gm13841				Rad1	Rasal2
Gm7901	Psmg3				Rad23a	Smyd2
Gpatch4	Gm7547				Rad50	Mfsd7b
Ntmt1	Rpsa-ps1				Rad51	Zfp239
Eef1d	Hist1h2ao				Rad51ap1	Slc39a10
Tmem41a	Cenpm				Rad51b	Pms1
Hspbap1	Mis18a				Rad54l	Zfp64
Gm8276	Exosc1				Zbtb12	Qsox2
Rae1	Gtf3a				Rab34	Spout1
Gm8416	Gm7901				Ran	Exosc2
Hist1h2al	Gpatch4				Ranbp1	Cfap157
Bcs1l	Ntmt1				Rangap1	Ikzf2
Rplp0-ps1	Ctnnbl1				Rapsn	Atp5g3
Tcf25	Eef1d				Pld6	Sestd1
2410002F23Rik	Gm8186				Tmem199	Kif18a
Gm9294	Gm8225				Rbbp4	Arhgap11a
Serbp1	Hspbap1				Rbl1	Itpka
Myh7b	Rae1				Rbmxl1	Sdcbp2
Naa16	Adat2				Rfc1	Trib3
Mtap	Hist1h2al				Rfng	Zfp334
Tmem107	Krt20				Trim27	Slc17a9
Nudt16l1	Rps13-ps5				Rhag	Eif2a
Bzw2	Rplp0-ps1				Rhd	Msto1
Asf1b	Mrpl33				Uri1	Slc16a4
Dsn1	Serbp1				Rnaseh1	Cenpe
Sh3d21	Cpne8				Rnf7	Kyat3
Trim59	Rpl31-ps16				Trim10	Znhit6
Cdca7	Naa16				Rnps1	Ndufb6
Fancl	Bzw2				Rpa2	Arhgef39
Oxct1	Trmt6				Mrpl23	Shb
Ndc80	Rexo1				Rpl29	Galnt12
Catsperz	Trim59				Rpn2	AI314180
1700019D03Rik	Cdca7				Polr1b	Acer2
1700011H14Rik	Rps10				Polr1d	Focad
Rps10	Fgf22				Polr1a	Usp1
Rpl14	Cuedc2				Polr2c	Efcab7
Cuedc2	Nop56				Polr2j	Glis1
Nrarp	Mtdh				Rrm1	Pabpc4
Nop56	Eef1g				Rrm2	Man1c1
Tomm34	Rps12-ps24				Dhrs3	Tmem201
Rnaseh2b	Lpar6				Rtkn	Dnajc11
Eef1g	Cdt1				Rtn3	Megf6
Rps12-ps24	Rplp2				Ruvbl2	Samd11
Cdt1	Ube2t				Ryk	Gbx1
Sms-ps	Ccdc77				Ryr2	Ablim2
Ube2t	Armc10				Sf3a2	Ppat
Spats2l	Med18				Sars	Tmem150c
Ccdc77	Rrp15				Scd2	P2rx2
Rrp15	Cinp				Ccl25	Amz1
Cinp	Ccdc137				Frrs1	Aimp2
Rpf2	Cd99				Sord	Creb5
Gemin6	Pdlim7				Sema4c	Mat2a
Ccdc137	Gpr89				Sept8	Slc4a5
Gprasp1	Rps6-ps2				Serf1	Fgd5
1700037H04Rik	Nob1				Sh2d1a	H2afj
C1qtnf12	Mxra7				Shcbp1	Cpa2
Pdlim7	Rpl38				Sem1	Pla2g4c
Ttll4	Lsm3				Shmt1	Zfp428
Gstcd	Luc7l3				Siah1b	Wdr62
Get4	Dph2				St6galnac1	Arhgap33
Nob1	Ppid				St6galnac4	Prc1
Spc24	Slc38a2				Stil	P2ry6
Rpl38	Ilf2				Clpb	Dchs1
Lsm3	Gpsm1				Slc16a1	Ipo7
Aldh3b1	Cdca5				Slc19a1	Palb2
Dph2	Rgs10				Slc1a5	Hirip3
Gm16385	Enoph1				Slc22a3	Zfp958
Plgrkt	Rpl4				Slc25a17	Neil3
Zfp639	Ppa1				Slc4a1	Naf1
Ilf2	Ccdc80				Slc7a5	Ankle1
Slc35a4	Mak16				Slfn3	Heatr3
Cdca5	Nifk				Slfn4	Aars
Enoph1	Tubb6				Smarcb1	Ppan
Naa20	Snrpg				Smarcc1	Kank2
Tmem86a	Rps13				Smn1	C1qtnf5
Zcchc3	Nop53				Sms	Pxylp1
Mak16	Snhg17				Sstr2	Topbp1
Wdr55	Gar1				Sumo3	Camkv
Kmt5a	Rpl24				Snca	Scap
Npc2	Nudt21				Eftud2	Alms1
Pold3	Agpat4				Snrpc	Phgdh
Snrpg	Ddx39				Snrnp70	Ercc6l
Zwilch	Mfsd10				Snrpb	Fancb
2700060E02Rik	Ncapd2				Snrpb2	Lrp11
Rps13	Rpl34				Snrpd1	Il22ra2
Snhg17	Ints1				Snrpe	Lingo3
Mum1	Elac2				Snrpn	Gas2l3
Gar1	Gtf2f2				Sod2	Ccdc38
Gtf2e2	1110038B12Rik				Sox12	Gpr75
Nudt21	Ms4a6d				Sox4	Pfas
Gtsf1l	Ppil1				Arhgef17	Atad5
Agpat4	Mrpl52				Larp4	Brip1
Ddx39	Ubap2				Spint2	Adamts5
Mcoln2	Zfas1				Spn	Cdc6
Mfsd10	Ctc1				Spta1	Clec5a
Ncapd2	Tamm41				Elfn2	Gpr150
2010204K13Rik	Pycr2				Sptb	Fbln5
Ankrd13a	Chac1				Spr	Ogdhl
Tbc1d10b	1810011H11Rik				Ccdc40	Arhgap22
Mphosph6	Tmem97				Sephs2	Hs2st1
Sgo2a	Ebna1bp2				Sqle	Impdh2
Ube2c	Ydjc				Scarb1	Zfp647
Abhd14a	1810022K09Rik				4930539E08Rik	Slc2a13
Acss1	Gsdmd				Vcpkmt	Tenm3
Anln	2410006H16Rik				Pif1	Pebp1
Ppil1	Zfp932				Srm	Pde10a
Rnf208	Hilpda				Yeats2	Pnldc1
Maf1	Rhou				Srprb	Mmp25
Ubap2	Exosc8				Ssb	Cchcr1
Rasl11b	Ddx51				Snu13	Jcad
Fam216a	Upk3bl				Ssr4	Gpr151
Zfas1	Hddc2				Ssrp1	Mrps12
Ctc1	Ptrhd1				Rpp40	Pcyox1l
Tamm41	Cad				Stat5a	Ccl19
Pycr2	Rnaseh2a				Cep78	Sgcb
Ydjc	1500009L16Rik				Stc2	Kif20b
Snx5	Anxa13				Mterf1b	Slc35g1
2410006H16Rik	Krtcap3				Alg3	St18
Kctd5	Aunip				Kntc1	Sulf1
Gins1	Zfp219				Eif4g1	Map2k3os
Ten1	Mrto4				Stip1	Gpr1
2310022B05Rik	Apitd1				Stk16	Prkag3
Hilpda	Dancr				Plk4	Wdr76
Plekhm2	Lysmd2				Aurkb	Bbs12
Dab2ip	Cyp4f16				Aurka	Igsf10
Exosc8	Vps36				Fanci	Atp6v0d2
Ddx51	Kif18b				Cenpx	Slc35d1
Rnaseh2a	Bhlhb9				Stra6	Hpdl
Clec4b1	Dazap1				Rbmx2	2900026A02Rik
Wnk4	Cd3eap				Strap	Stard13
Snrpf	Ube2cbp				Ulk4	Ggn
Ints14	Steap1				Pycr1	Myo16
Aunip	Wdr77				Zc3hav1l	Mcph1
Mrto4	Oip5				Sucla2	Podnl1
Nup43	Medag				Suclg2	Nanos3
Apitd1	Cgn				Surf1	Dpy19l1
Nt5dc2	Prpf3				Surf2	Dkc1
Igsf23	Rasl12				Gps1	Rragb
Smc4	Ccdc178				Med22	Klf8
Mllt3	Pcgf6				Gen1	Polr2h
Slc44a4	Riok1				Eif2b1	Slc36a2
Kif18b	Ano9				Gtf2h3	Olfr543
Bhlhb9	Mettl13				Suv39h1	Olfr832
Cd3eap	0610010F05Rik				Itih5	Olfr169
Ube2cbp	Lrwd1				Tyw3	Olfr1388
Steap1	Isyna1				Erich3	Mfrp
Spdl1	Nup93				Sdc1	Nav3
Ckap2l	Tars2				Syngr1	Hist1h3f
Cpm	Kif23				Kif15	Pkn3
Pak4	Wdr34				Nemp1	Psma5
Oip5	Haus5				Slc30a6	Psma7
Nup205	Car13				Mtmr9	Psmb3
Prpf3	Riox1				Thsd7b	Itgb1bp2
Cep192	Cdca4				Tbc1d31	Mmp23
Naa40	Zbed5				Mcmbp	Slc27a3
Spata24	Snx10				Ints9	Slc7a11
Slc29a3	Kdelc1				Lzts1	Rnf217
5430440L12Rik	1810055G02Rik				Churc1	Ppia
Mettl13	Phf10				Mtrf1	Abca13
Zfp251	Sapcd2				Nomo1	Sh3pxd2b
Cdc5l	Tpx2				Ap1ar	Ankrd13b
Dram1	Trub1				Fancd2	Eme1
Osbpl3	Cep89				Wwc1	Ccnb1
Lrwd1	Cenpn				Mms22l	Cenph
Isyna1	Thumpd2				Lactb2	Robo2
Nup93	2200002D01Rik				Paox	Ltbp1
Kif23	1810062G17Rik				Trmt1	4930503L19Rik
Syce2	Nkd2				Sh3bgrl2	Exo1
2310007B03Rik	Cyth4				Mars2	Mecr
Fam83d	Xpo5				Tarbp1	Pask
Haus5	Wdr89				Arl14ep	Racgap1
Tom1l1	Cdkn3				Tnpo2	Ahcy
Cers5	Sgo1				Rnf26	Clspn
Riox1	Rhno1				Mfsd4b4	Islr
Cdca4	Rrp1b				Tac2	Rnft2
Esco2	Rnf219				Tacc3	Trbv31
Slc39a5	2610319H10Rik				Tal1	Ssc5d
Cotl1	Wdr43				Bag2	Omd
Phf10	Reep4				Tarbp2	Asns
Sapcd2	Mex3a				Tbl3	Fkbp9
Tpx2	Snhg5				Tbrg4	Mthfd1l
Cep89	Selenoh				Atg9b	B9d1
Cenpn	Dis3				Tcea3	Prr11
Chchd4	Fance				Skp1a	Phf21b
Skiv2l2	Ndc1				Larp1b	Ip6k3
Xpo5	Ddx41				4933430I17Rik	Rpusd2
Wdr89	Phykpl				Tcf7	Podxl
2210016L21Rik	Wdr75				Tcf7l1	Dbf4
Cdkn3	Tubb2b				Tfap2a	Chaf1a
Sgo1	Kif2c				BC003965	Gins2
Katnbl1	Dcaf4				Tcof1	Plek2
Prcp	Eif3k				Tcp1	Phlda3
Rrp1b	Rbm19				Prmt7	Prmt5
2610319H10Rik	Tmem43				Pstk	Mrpl15
Wdr43	F13a1				Mb21d1	Skp2
Exosc6	Elp3				Syde2	Abcf2
Reep4	Ttc27				Chtf18	Eif5a
Bclaf1	Fblim1				Diexf	Gemin4
Anks3	Klrg2				Ncaph	Marveld1
Mex3a	Pus10				Miga1	Lsm2
Snhg5	Kbtbd13				Nhsl1	Slc9a5
Selenoh	Mlkl				Arfgef3	Rrp9
Dnajc6	Spsb1				Lrrc20	Rhbdd3
Tonsl	Ddit4				Zfp365	Eif3b
Fam117b	Yipf2				Ybey	Gfm1
Ndc1	Selenon				Cdc34	Selenoi
Kctd17	Mfsd13a				Wdr18	Mydgf
3110009E18Rik	4930533O14Rik				Mars	Nsun2
Cenpv	Pelp1				Gls2	Nop16
Arhgap8	Taf1d				Myl6b	Sbsn
Nfatc4	Parpbp				Tcte3	Bag3
Fam177a	Kmt2b				Dynlt1b	Ndrg2
Ccsap	Nop14				Lgalsl	Igfbp7
1700067K01Rik	Chmp4b				Tdg	Smtn
Wdr75	Rab26os				Prdx2	Pmm1
Tubb2b	Nr2c2ap				Tead1	Dpf1
Sh3bgrl3	Rbm12				Gemin5	Cabp1
Kif2c	Mir17hg				Mrpl22	Gtse1
Dcaf4	Tax1bp3				Alyref	Timm9
Eif3k	Ppp1r18				Dhrs7b	Timm8a1
Ttf2	Haus8				Nlgn2	Timm10
Steap2	Ip6k2				Utp6	Gnl3
Grip1	Aoc1				Nle1	Glrx3
Hvcn1	Stambpl1				Tada2a	Siva1
Gga2	Armc6				Ptrh2	Hist1h3c
Cep55	Rps9				Utp18	Hist1h3d
Rbm19	Dcun1d5				Scrn2	Hist1h3b
Foxp4	Ssbp4				Cisd3	Hist1h3e
Sash3	Lrg1				Asb16	Hist1h3h
Katnb1	Hnrnpm				Slc16a5	Hist1h3i
Exoc3l4	St5				Srp68	Hist2h3b
Elp3	Arxes2				Engase	Hist1h4c
Ttc27	Ints7				Nol10	Hist1h4d
Dtx2	Prelid2				Tert	Hist1h4f
Acsl3	Bora				Slc25a21	Hist1h4i
Iqce	Thyn1				Psmd2	Hist1h4j
Smchd1	Lbh				Mis18bp1	Hist1h4k
Pgs1	Prr15				L2hgdh	Hist1h4n
Kbtbd13	Snrnp25				Ppp2r5d	Hist3h2a
Kcnk16	Mvp				Acot6	Hist1h2ac
Tmem65	Htra3				Coq6	Hist1h2ad
4930524J08Rik	Spaca7				Utp4	Hist1h2ae
Mfsd13a	Lsm6				Pomt2	Hist1h2ag
4930533K18Rik	Nol3				Ahsa1	Hist1h2ah
Prr3	Troap				Tex9	Hist1h2ak
Taf1d	Eml4				Tfdp1	Hist1h2an
Parpbp	Gmip				Wdr60	Hist1h2ap
Nop14	Pus7l				Cdca7l	Hist1h2ab
Phpt1	Saal1				Larp4b	Hist1h2af
Cklf	D630011A20Rik				Heatr1	Hist2h2ac
Dusp9	Recql4				Zfp322a	Hist1h2bb
Rab26os	Vps16				4930558J22Rik	Hist1h2be
Ckap5	Nfkbiz				Mboat1	Hist1h2bf
Mir17hg	Hspb8				Gmds	Hist1h2bg
Ncapg2	Fcrls				Ttc37	Hist1h2bh
Mtif3	Zfp202				Thy1	Hist1h2bj
Ift43	Uck2				Trim28	Hist1h2bk
Car12	Akap12				Btf3	Hist1h2bl
Haus8	Trem2				Mrps27	Hist1h2bm
Cln6	Plekha2				Timeless	Hist1h2bn
Prss8	Rbm5				Timm17a	Hist1h2bp
Msi2	Bicc1				Srek1	Hist2h2bb
Stambpl1	Srrt				Timm44	Hist1h2ai
Armc6	Wasf1				Depdc1b	Hist2h2aa2
Rps9	Smarcd2				Tjp2	Gpr4
Ccdc116	Mcam				Tk1	4930579C12Rik
Cyfip2	Kars				Tkt	D030028A08Rik
Ssbp4	Klf7				Tle1	Idi1
Arfip2	Gpnmb				Chdh	Xkr5
Hnrnpm	Ice2				Oxnad1	D930036K23Rik
St5	Cpn1				Wdhd1	9330159M07Rik
2700049A03Rik	Smarca1				Dlgap5	Cep295
Arxes2	Nans				Haus4	Fbxo48
Bcl9	Tinagl1				Ska3	Simc1
Bora	Slc9b2				Xkr6	C130050O18Rik
Ttyh3	Nol12				Dtymk	A730090N16Rik
Snrnp25	Tmem132a				Tmod1	D630014O11Rik
Ncapd3	Lrrc59				Tmpo	Casc4
Troap	Cnih4				Vwa8	Olfml2b
Gmip	Rab3gap2				Tdrd3	Fbxl13
Pus7l	Nat10				Tnnt1	A130050O07Rik
Recql4	Lpcat4				Top2a	D130019J16Rik
Cwc22	Fgg				Tmem165	Fubp3
Kank3	Kdm1a				Tpi1	B930095G15Rik
Uck2					Tpmt	A430106G13Rik
Ckap2					Tnfsf10	Hist4h4
Bicc1					Traip	Lrig3
Cenpq					Tfrc	Alg6
Mcam					Trp53	A230103J11Rik
Kars					Trpc1	Dctd
Klf7					Rsph1	Abi3bp
Gpnmb					Tsn	C230035I16Rik
Amn					Tst	Itgb8
Igsf9					Tsta3	Ccbe1
Nans					Psmd3	Lrrn4
Ubqln4					Ttk	Hist1h4a
Sfxn2					Tuba1b	Hist1h4b
Tprn					Tuba1c	Wisp3
Hmgb2					Tubb3	Dna2
Cmtm4					Tubb5	Pitpnm3
Qars					Txn1	Hsf5
Tmem132a					Tyms	Fads6
Lrrc59					Tyro3	Trmt61a
Lbr					Ube2m	Gfod1
Cnih4					Ube2e3	Apol10b
Ubac1					Ube2e1	Apol11b
Qser1					Ube2l3	Rab26
Mrps26					Sumo1	Ubash3a
Cep152					Usp10	9130024F11Rik
Cercam					Usp5	Ptrh1
Sall4					Umps	Nostrin
Prmt6					Ung	Fat4
					Uqcrq	Fam185a
					Uqcrc1	Slc5a6
					Uxt	Hfm1
					Vars	Thsd7a
					Farp1	Zfp786
					Ggact	Mindy4
					Vdac1	Dnah6
					Vdac2	B4galnt4
					Vdac3	Slc7a6
					Vegfb	Pate2
					Dcaf13	Bend3
					Eny2	Ppp1r13l
					Them6	Cd59b
					Nrbp2	B430212C06Rik
					Zfp7	Egfl7
					Eif3l	Gars
					Tomm22	Hist1h3a
					Mcat	Nlrp12
					Ttll12	Morn2
					Wars	Nefh
					Zbed4	Slirp
					Pphln1	Dnph1
					Adamts20	Naaladl1
					Eif4h	Hjurp
					Rapgef3	Kif14
					Wee1	BC055324
					Aaas	Nsl1
					Rmi2	Gal3st2
					Cpped1	Ccdc24
					Eif2b5	Tmem240
					Muc20	Tbc1d2
					Poglut1	2310040G24Rik
					Dzip3	Tsen2
					C330027C09Rik	Lockd
					Wnt5b	Alg8
					Wnt6	Lca5l
					Wnt8b	Eid2
					Xk	Flrt1
					Tbc1d24	Flrt2
					Uhrf1bp1	H2afy2
					Abcf1	Iqgap3
					Aars2	BC048644
					Thoc1	Ndufa4l2
					Rbbp8	Ecm2
					Rsl24d1	Znrf3
					Rprd1a	4930404N11Rik
					Wdr36	Kbtbd6
					Reep2	Vmn2r96
					Prelid3a	Pusl1
					Cep76	AI506816
					Rnf165	Lsmem2
					Haus1	Gpr62
					Zadh2	Trav14-1
					Lrfn4	Rab44
					Gstp3	Platr7
					Ndufs8	Nup85
					Tkfc	Dnm3os
					Xrcc5	Thop1
					Trpm6	Ero1l
					Cbwd1	Postn
					Ybx1	Hist1h1c
					Morn4	Hist1h1e
					Cox15	Atp11a
					Pprc1	Chek2
					Ywhae	Nckap1
					Ywhah	Hmgn5
					Zap70	C1s1
					Zranb3	C1ra
					Dars	Nasp
					Zfp11	H2afz
					Nmnat2	Ctps
					Dars2	Rundc3a
					Pcgf2	Bok
					Ndufs2	Knstrn
					Lyplal1	Pbk
					Zfp207	Agpat5
					Smyd2	Kcnk6
					Zfp239	Reep1
					Eif5b	Cdca8
					Zfp41	Nhp2
					Slc39a10	Cisd1
					Hibch	Nudcd2
					Mpp4	E2f7
					Ndufs1	Tomm40
					Zfp64	Usp2
					Erfe	Prdx4
					Ppip5k2	B4galt2
					Rpp38	Timm23
					Proser2	Pcdh12
					Zfp93	Map3k6
					Zscan12	Slc5a3
					Zfpm1	Nudt5
					Trub2	Rcan3
					Coq4	Cks1b
					Spout1	Pdlim1
					Nup188	Spag5
					Exosc2	Icos
					Nup214	Cd320
					Cfap157	Sit1
					Rabepk	Ncapg
					Zik1	Barhl1
					Zim1	Mefv
					Dnajc2	Dll4
					Ppig	Olfr111
					Mettl8	Zfp973
					Pdk1	Nup210
					Atp5g3	Atp8b1
					Sestd1	Adgrg3
					Arhgap1	Eif3i
					Large2	Slc1a4
					Slc35c1	Paxip1
					Cstf3	Cxcl13
					Arhgap11a	Nop58
					Zfp770	Fmo2
					Smim26	Msh4
					Pigu	Pdss1
					Fitm2	Set
					Ddx27	Psmg1
					Npepl1	Ftsj3
					Acad9	Mad2l1
					Hnrnpa3	Uchl5
					Spg20	Htra1
					Eif2a	Cpxm1
					Gmps	Fam69b
					Gatb	Mrpl12
					Msto1	Mrpl19
					Ahcyl1	Naa10
					Cenpe	Arl6
					Kyat3	Fam60a
					Znhit6	Nupr1
					Ak5	Acpp
					Coq3	Aatf
					Ndufb6	Amotl2
					Nol6	Tmed2
					Galnt12	Pus1
					Ikbkap	Morf4l2
					Fam206a	P3h1
					AI314180	Noa1
					Haus6	Diaph3
					Focad	Dpt
					Usp1	Tspan3
					Efcab7	Ybx3
					Pars2	Orc6
					Glis1	Aldh18a1
					Slc5a9	Ruvbl1
					Atpaf1	Nme4
					Tmem69	Clec4e
					Zmpste24	Crtap
					Pabpc4	Hist1h1b
					Gnl2	Igdcc4
					Oscp1	Psrc1
					Tmem39b	Necab3
					Crybg2	Ly6i
					Pdik1l	Xpo4
					Slc30a2	Psmd8
					Ncmap	Mogs
					Grhl3	Zc3h8
					Sh2d5	Xrcc2
					Fbxo44	Gmnn
					Tardbp	Zmynd15
					Dnajc11	Noc2l
					Fndc10	Wdr12
					Nupl2	Rangrf
					Hadhb	Angptl4
					Guf1	Pidd1
					Cwh43	Rad18
					Ppat	Extl2
					Grsf1	Slc43a3
					Cox18	Bcl11b
					Sdad1	Shank3
					Rpap2	Rnase4
					Fbxw8	Cysltr1
