"ID","Symbol","liver_normal_batch2_rep1","liver_normal_batch2_rep2","liver_normal_batch3_rep1","liver_normal_batch3_rep2"
68832,"Ldah",10.449321863814,10.3775903859982,10.5667084078875,10.6009754389682
68833,"Pdcl3",7.22283785801968,7.18096398642182,7.19006393920485,7.46109950853883
68836,"Mrpl52",10.7002532937589,10.26874857625,10.6695212211197,10.3038745584389
68837,"Foxk2",7.55902685895912,7.64697573397267,7.57311308408443,7.68885223601495
68839,"Ankrd46",9.7274969614451,9.79791404006503,10.2543659169178,10.1462830747501
68842,"Tulp4",9.84556436820325,9.76839392275278,10.0834187947203,10.1411685632421
68845,"Pih1d1",9.92256138218852,9.61901867600135,9.30705526802643,9.46942566439023
68846,"Rnf208",6.50026066457495,6.69663342873321,6.68968161824963,6.61577756276273
68852,"Lrrn4cl",6.99436079224422,7.00432117100587,7.08484273837316,7.19130822779674
68854,"Asb11",6.71419338155424,6.82299100371838,6.81811986796819,6.64294716060289
68857,"Dtwd2",7.20086228581201,7.04704067948933,7.4808942463306,7.19713365219188
68859,"Smim1",8.50225169391602,8.5706073453254,7.15797834584942,7.24138204692979
68861,"Dipk2a",9.43297032176017,9.13903254179438,9.3469267741662,9.2244279735897
68865,"Arv1",7.34053759817225,7.34506287252747,7.21908341300347,7.5231629511734
68867,"Rnf122",7.38271226579093,7.22569859293648,7.17358668466001,7.37854289706082
