"","lung_tumor_kras_rep1","lung_tumor_kras_rep2","lung_tumor_kras_rep3","lung_tumor_kras_rep4","lung_tumor_kras_rep5"
"ILMN_1223358",9.35071823123726,9.55862399649005,9.29561111308516,9.13499577714659,9.0731708636929
"ILMN_1240471",12.3181685303566,12.6601909284056,12.6621620974264,12.5807605611151,12.2617203187113
"ILMN_2769680",9.81354573218801,10.2534781975968,10.2712988769884,10.1689384468895,10.0425998817129
"ILMN_1243451",9.41012005542224,9.23880775387041,10.6901617062683,10.0794264481668,9.22758586188625
"ILMN_1255473",11.5891683339823,10.9718174460202,11.1386597843187,11.0144302686534,11.1814900577236
"ILMN_2915716",9.15520562310547,9.30868032140171,9.06302424752396,9.26089013859896,9.21931980185913
"ILMN_1254001",9.50100366340748,9.52173537937758,9.69987605529318,9.6536736125695,9.79456816986472
"ILMN_2665198",9.0263851142162,9.28017628978132,9.04517946394409,9.06830804934594,9.07913473447925
"ILMN_2693895",11.4008694323525,11.9618656573194,12.8348006258837,11.3645792715121,11.5803704639024
"ILMN_2639189",7.089781488354,7.04845281563374,6.92729648966765,6.89333945609922,7.11855180392386
"ILMN_2776681",8.5918378723862,8.32960015422797,8.48723711048452,8.2060986139958,8.75509621030718
"ILMN_1236932",7.08281433767227,7.10623576161575,7.30745698717161,6.88042534167191,7.09503432534353
"ILMN_2727893",11.2826178952172,11.201982211096,11.2770330751039,11.1498225224796,11.121063982277
"ILMN_2746968",12.4745710310168,12.6504263205166,12.4862929665767,12.4335202419621,12.6430317583606
"ILMN_2607196",8.40053259290009,8.27734552527051,8.54585739126456,8.14771372235215,8.44728990123914
"ILMN_1235939",7.58204786932365,7.18716646584459,7.29073886243935,7.13114958376653,7.36959734627868
