"","liver_tumor_myc_batch1_rep1","liver_tumor_myc_batch1_rep2","liver_tumor_myc_batch2_rep1","liver_tumor_myc_batch2_rep2","liver_tumor_myc_batch3_rep1","liver_tumor_myc_batch3_rep2"
"ILMN_1226653",7.72324366490261,8.18847258552707,7.93648428866611,7.55693802258133,8.24446723254736,8.08554295706457
"ILMN_2655105",8.11002338984364,7.47270675329751,8.04887792967171,7.8747428720473,7.54602320550527,7.695816279058
"ILMN_2544634",6.95911389654414,7.14784846183564,7.00951533282399,7.04114684001829,7.10006657269189,7.06319597122539
"ILMN_2653890",6.97234579036329,6.7547599790365,7.12466190464881,6.85138337184389,6.62234794864943,6.85581831365745
"ILMN_1220374",9.44304341161621,8.50931500826585,9.20206496815683,8.84035455729308,9.06313823605622,8.79915907825802
"ILMN_2444799",8.0996359492354,7.2376826566226,7.74162992619259,7.33742485967937,7.71525897570624,7.88032345013782
"ILMN_2727437",8.51324261611139,7.39224069925659,7.64870156399969,8.34325303128803,7.74641781304393,8.07259422240431
"ILMN_2628021",11.1197610584947,8.46884742445235,9.15609421813792,10.4482513758369,9.55586425176303,10.0170071201562
"ILMN_2793281",9.23314711236284,10.1619317812263,9.28778926004553,10.2263476196686,9.20485172063381,10.0711691868304
"ILMN_1234456",7.23223269324522,8.17038940068563,7.50130234713983,7.73300225904199,8.01324803959398,7.55769154208591
"ILMN_2611352",9.77111764406456,8.39209341274543,9.16009226814687,9.19921491113425,9.20184241629858,8.76527251804028
"ILMN_2622630",9.29289528444338,7.98584883321359,8.98947694472328,8.3412068354922,8.76210230916584,8.46470214593261
"ILMN_2495446",7.00490645286458,7.04534424626908,6.76418808238704,6.94813634718529,6.88955637171923,7.49862059697577
"ILMN_1230077",7.48163024348652,7.16237038208464,7.83052353478846,7.61003940226437,7.05984255423202,6.78759575985748
"ILMN_1246762",6.46046298876173,6.89108257401844,6.75347263669811,6.42904435582036,6.40866287488829,7.11191125815358
"ILMN_2470615",7.49884667060827,7.19744355687859,7.33636935375346,7.25509417017337,7.16513538294582,7.63598154810106
"ILMN_2596016",9.26790041011685,9.53985838901233,9.47850906740846,9.38958196538385,9.37023348190701,9.37719308355901
"ILMN_1242334",7.26039620817961,6.90876464069551,7.07351177831709,6.9183377432386,7.45882516738449,6.88764700881005
"ILMN_2915716",9.09342019272045,7.97869433768717,8.82948095688763,7.9092588585237,8.82537705130206,8.58011219410186
"ILMN_1258239",7.52744820293173,9.40894090084111,8.83438068181603,8.11440695544763,8.68999803189495,8.23399253838708
"ILMN_1240205",7.66250141790806,7.64639432233022,7.81067642803004,7.93047023697568,7.77182490599972,7.10481990947112
"ILMN_1259701",7.46697341201534,7.66060881564698,7.82243056737348,7.38969976236485,7.55715965820706,7.48587446737926
"ILMN_1237581",7.03026498651322,8.04391219590057,7.57029994159965,7.5142209367232,7.46571123715475,7.59812224934997
"ILMN_2607196",7.07515529148017,8.43158514624685,7.9094583579525,7.72773979407954,7.59789677125383,7.77838595216815
