"ID","Symbol","kidney_normal_batch1_rep1","kidney_normal_batch1_rep2","kidney_normal_batch2"
11479,"Acvr1b",8.28405082284426,8.49264935936667,8.03197367414762
11480,"Acvr2a",7.56373592948329,8.11799307105,7.67963367020324
11481,"Acvr2b",9.97929519238117,9.95416321499887,10.3460680272927
11482,"Acvrl1",7.45206168864202,7.30734155013451,7.16107484968322
11484,"Aspa",7.77926142005809,7.92957941905102,7.20212805615341
11486,"Ada",6.55664469317643,6.92737535885669,6.73864358073842
11487,"Adam10",7.60804390674392,7.69869587808168,7.47345732204179
11488,"Adam11",6.74833398843425,6.76337521250912,6.96824669361843
11489,"Adam12",6.7254747705354,6.38117779219276,6.63083066526089
11490,"Adam15",7.94733386889797,7.68318270276001,7.86976335586267
11491,"Adam17",8.49119198261031,7.99835876923822,8.42918236375365
11496,"Adam22",7.01254024606986,6.94987187363762,6.93697618895045
11498,"Adam4",7.05270522933061,6.68067278631222,7.11165458168908
11501,"Adam8",6.43227012285173,6.60467147843517,6.63221930977336
11502,"Adam9",10.8158427995799,11.0321996118666,10.949344314302
11504,"Adamts1",8.02827589394824,7.70312212352032,8.12905985849306
11512,"Adcy6",9.29616641734654,9.96686151487374,9.24831704128226
11513,"Adcy7",6.86279778905821,6.98775685898849,6.95997776661122
11514,"Adcy8",6.39626731184381,6.41215195491877,6.39591699577239
11515,"Adcy9",8.49889606099038,8.27343843650457,8.63903122614025
11516,"Adcyap1",6.32301617498997,6.9046338910248,6.46878516607958
11517,"Adcyap1r1",6.94883029291664,6.735491507929,6.83891881409756
11518,"Add1",8.97947261088717,9.0404282018695,9.02617277514561
11519,"Add2",6.43513996510802,6.45890760425777,6.52765409015581
11520,"Plin2",8.7494713950927,9.44197723628428,9.01677132683372
11522,"Adh1",14.4911509016571,12.5015264858772,13.6247626663428
11529,"Adh7",6.32710400123736,6.37739975862153,6.2784613675887
11532,"Adh5",9.08241086644,8.39931779107489,8.93044389715531
11534,"Adk",12.7553180013021,13.1062728650151,12.6718002315786
11535,"Adm",8.67317475800701,8.03016822328476,7.78161616628423
11536,"Gpr182",7.83744065086726,7.67621685415225,7.68431084377668
11537,"Cfd",6.9890076627717,6.70278152044049,7.63324876327506
11538,"Adnp",10.8155108650323,11.0308760048258,10.8792995722471
11539,"Adora1",7.1749925566644,7.20168976601017,7.4893352752485
11541,"Adora2b",8.59583562876457,9.04059473790732,8.77925085248157
11542,"Adora3",6.60743566259326,6.42825005344361,6.62732231832792
11544,"Adprh",10.7807282984131,10.7727056631108,11.1973823212129
11545,"Parp1",9.06217607650571,9.21309744325013,9.29589111663486
11546,"Parp2",8.93915498693982,9.08606135573713,9.10299998071972
11548,"Adra1b",6.6756893164135,6.41594671735283,6.52037960836284
11549,"Adra1a",7.81279926653351,7.6107906944901,7.50872600857781
11551,"Adra2a",8.05423870924239,8.05708766887537,7.95959491145218
11552,"Adra2b",8.90332120255761,8.67016333325248,8.6854917786651
11553,"Adra2c",7.17926930388727,7.19920742697259,7.25420986927876
11554,"Adrb1",7.31648133272812,7.50438565905269,7.2229425928985
11555,"Adrb2",9.57473180574507,8.76981943449873,9.51270008204807
11556,"Adrb3",6.8058836912204,7.01379624069912,6.8757975767336
11564,"Adsl",9.58010034721913,9.44492156446183,9.20444942786214
11565,"Adssl1",8.97059586743308,9.39537538667227,8.92851789046218
11566,"Adss",9.78089840556309,10.2317005139072,9.71184224195427
11568,"Aebp1",8.00864155704573,8.13022050467709,8.19703912596684
11569,"Aebp2",8.67152978939721,8.72293310056832,8.54038819622875
11571,"Crisp1",6.46232776164128,6.28741152647355,6.54561215984141
11576,"Afp",6.10797400284847,5.79025043723839,7.32404422853497
11596,"Ager",6.88363217595855,6.74401405103937,7.19956605148594
11600,"Angpt1",7.53204212311496,8.27219071921411,7.30822058510181
11601,"Angpt2",8.1036507241273,8.88248883356986,8.57441161974065
11603,"Agrn",12.2631319430472,12.3166478539058,12.3390799866817
11604,"Agrp",7.18543661121949,6.64897978060102,6.8224703095737
11605,"Gla",6.31043474469802,6.69771570793207,6.56118436359308
11606,"Agt",8.60946087925397,9.23422154342267,9.1479596398067
11607,"Agtr1a",10.7819925938531,11.0994309550564,10.6245838693157
11609,"Agtr2",6.81764818451231,6.71813998327934,6.57614344876218
11610,"Agtrap",11.1015489103372,10.5487067729089,11.3065307668716
11611,"Agxt",6.48773869164448,6.28343775846575,6.44882845517127
11625,"Ahsg",6.63882057086401,6.59829771465902,6.51347360667287
11629,"Aif1",7.02170231627353,7.00860666838105,7.42117601537054
11630,"Crybg1",8.64560133463488,8.20939395025306,8.4381896176874
11632,"Aip",11.7445385246172,11.6803977974551,11.6749514348245
11634,"Aire",6.66381563140356,6.77153056774392,6.56801182362181
11636,"Ak1",8.80783460174501,9.07766690615381,8.85612335320298
11637,"Ak2",11.019758913838,11.0708586917857,10.8060625896275
11639,"Ak4",12.616257704811,13.0972017175772,12.3747123073514
11640,"Akap1",8.73265756738554,8.70694270644275,8.53877688450459
11647,"Alpl",11.2320988844425,11.844630560102,11.4088726433697
11651,"Akt1",6.88542432483109,6.8945685211353,6.9530675864175
