"ID","Symbol","lung_tumor_myckras_rep1","lung_tumor_myckras_rep2","lung_tumor_myckras_rep3","lung_tumor_myckras_rep4"
11302,"Aatk",8.44195856180724,7.81750334768791,7.72453516937856,7.94240453963616
11303,"Abca1",7.25390656219881,7.12954061806,7.30674526918095,7.42726045774302
11304,"Abca4",7.19506456372082,7.23290054654249,7.46913301982959,7.08845700348623
11305,"Abca2",8.01847839596593,7.74907329587182,8.01332267342545,7.70772579923334
11307,"Abcg1",7.53250203825161,7.72777158389188,7.75797330364127,7.79705352062981
11308,"Abi1",9.55496914931988,9.54573951124137,9.35397575203936,9.76059163925031
11354,"Scgb1b27",7.45152022765129,7.34037867155228,7.61659478874932,7.68492390686141
11363,"Acadl",8.49468959821328,8.71346897876565,8.52659379586768,8.6298634784099
11364,"Acadm",12.2991328760637,12.3706107888399,12.5720577147063,12.4838047580343
11370,"Acadvl",11.0809465717742,10.9073038084441,11.3574867134928,10.8278686322812
11409,"Acads",9.23600273710028,9.22029370894445,9.6965321323719,9.29298268740721
11416,"Slc33a1",7.40721464489272,7.45507030728796,7.48633225276866,7.33664602474737
11419,"Asic1",7.29272424269905,7.07226661513207,7.06022306088117,7.20105181430327
11421,"Ace",7.08234141907348,7.18354234138972,7.25340890851693,6.96256864629366
11425,"Apoc4",7.83437228599028,7.36282052553426,7.72609040618122,7.33004853558886
11428,"Aco1",9.70969773221777,9.95013665996565,9.19710916285402,9.53352441485668
11429,"Aco2",11.5019335686358,11.5013022936296,11.6807715690541,11.4208418478735
11430,"Acox1",7.19383333254655,7.20432659894124,7.36997896115748,7.27751988664136
11432,"Acp2",9.10676738954051,9.21756396161446,8.87350178840303,9.08504084755802
11433,"Acp5",7.60742279123696,7.19506456372082,7.2431144651231,7.08085083043357
11435,"Chrna1",6.9929646161201,7.05692687189012,6.90961190271904,7.14245752252972
11438,"Chrna4",7.05791420913844,7.05393044751638,7.1507223935911,6.97452583015667
11443,"Chrnb1",11.2829713701055,10.7942856118101,10.7421719494779,11.0367503070196
11444,"Chrnb2",7.42705089315088,7.10623576161575,7.27507690771961,7.15336202423927
11450,"Adipoq",7.96935054346124,7.18354234138972,7.08421046210365,7.33792846998682
11459,"Acta1",6.98580636716049,7.09569370744367,6.99045856507371,6.83273181524569
11461,"Actb",12.8187709444962,11.8402289641522,12.8671595019512,11.1144158937682
11464,"Actc1",7.9925809728406,6.9329209146917,6.94514234503781,7.09211814368999
11468,"Actg2",10.1828947712864,7.88220360233009,8.10826307530433,8.05589246888518
11472,"Actn2",7.32805777958283,7.09569370744367,6.94807515849108,6.98712186762778
11474,"Actn3",7.31473425955904,7.17669700515555,7.16488550876701,7.25651842842938
11475,"Acta2",10.5783408301179,9.55693981443686,9.40306384455731,9.46443158659824
11477,"Acvr1",9.83484629151129,9.55899461569918,9.17370836313085,9.37287866011486
11480,"Acvr2a",7.0429589078017,7.29553937040683,7.63426653420342,7.36850646150769
11481,"Acvr2b",9.98723736105592,10.4476095433645,10.7251798373815,10.798173065067
11482,"Acvrl1",7.44076537286707,7.4957800927195,7.37095979329739,7.4003991693928
11486,"Ada",7.11853655932794,7.22021261592035,7.26989194297238,7.16535111868574
11487,"Adam10",7.37003346932943,7.29289675540917,7.22511703968536,7.16729268863431
11488,"Adam11",7.10956950937069,7.37335457944349,7.20899635859037,7.33254011661001
11489,"Adam12",7.87578774087844,7.2556187498396,7.46352437327118,7.40460939783771
11490,"Adam15",8.53498446806756,8.16689667812765,8.42734901942636,8.19895073987777
11491,"Adam17",10.8269853607151,10.2531605348209,9.74067147304706,10.398753710619
11496,"Adam22",7.85728124272949,7.87776341828256,8.04996763492807,7.91733478077751
11498,"Adam4",7.42856954721172,7.55875551743037,7.22749561353877,7.71145188671477
11501,"Adam8",7.410897753089,7.30320754510007,7.13760611405502,7.29167261641574
11502,"Adam9",11.3306105669304,10.9160427182122,10.2384122035806,10.7549970777036
11504,"Adamts1",7.44397954260125,7.51372759595244,7.46801303350355,7.64552334227884
11512,"Adcy6",10.0915758802599,10.3637583339889,10.5293634448153,10.3166775113314
11513,"Adcy7",8.69182271357614,8.20710867380967,8.00161795329289,8.34105081930205
11514,"Adcy8",7.06359731408199,7.16305209791729,8.50759645419098,7.81502297736547
11515,"Adcy9",7.63363100571473,7.53857696192052,8.01332267342545,7.90346765148704
11516,"Adcyap1",7.07858448527324,7.13359178016021,7.0067818897285,7.01837407082102
11517,"Adcyap1r1",7.18000236469623,7.11491355457202,7.0932524868615,7.29266673387793
11518,"Add1",8.43043480598614,8.1293949416084,8.55861092672528,8.30312715972352
11520,"Plin2",9.40377765277513,9.17703015712242,9.08256488750465,9.20167980223847
11522,"Adh1",7.23124206238327,7.33598073040604,7.72057004546708,7.58576936337546
11529,"Adh7",7.01993815642479,6.79417214727851,6.84392105128903,6.76441549435356
11532,"Adh5",8.15548409577989,8.39147469835419,8.36437097592953,8.25058418890346
11534,"Adk",12.0319458323576,12.61725717744,12.0279329573664,12.5085785685327
11535,"Adm",7.64390127329033,7.3681790351627,7.37590826307501,7.16314646881125
11536,"Gpr182",7.08717388490297,7.21800940259892,7.18852424993714,7.26807713014434
11537,"Cfd",10.7448916366238,7.15819941475789,6.97731570418322,7.02776780077104
11538,"Adnp",11.4613355543019,11.7498275366888,11.6639833119363,11.9971287492697
11539,"Adora1",7.47800644551457,8.09281784473,8.48257871294207,9.22459907217571
11541,"Adora2b",10.8973397057808,9.61541123925771,10.0509794648066,10.0036057500971
11542,"Adora3",7.21510825828416,7.17186482287345,7.3952663498391,7.32659801641878
11544,"Adprh",11.0201074972763,11.0944220665576,10.6087976944172,10.9527457965456
11545,"Parp1",10.0250711559814,9.88046294498745,9.99147609459156,9.917967714898
11546,"Parp2",9.72097668624262,9.75339961264509,9.52994688068553,9.61236855173812
11548,"Adra1b",7.12072387870781,6.75342569914541,7.13673483798045,6.98153160651037
11549,"Adra1a",7.21202098404658,7.22019962462687,7.28217029824066,7.11843082032937
11551,"Adra2a",9.54754526170816,7.91849059229231,8.08341284215748,9.19753923579837
11552,"Adra2b",7.25703514254573,7.11615523896268,7.04359676394905,7.12020913090108
11553,"Adra2c",6.97881769211615,7.31565905844037,7.38812494513705,7.09711035926868
11554,"Adrb1",7.22611109813239,7.03479896257727,6.72868583259807,7.14854013562605
11555,"Adrb2",9.20876018155419,9.51684496633555,9.0431469334348,8.59728440966213
11556,"Adrb3",7.52419887507408,7.24946904447683,7.39430190982932,7.23977751256812
11564,"Adsl",9.92716683502051,9.92762983383734,10.2570636713598,9.81221742439602
11565,"Adssl1",11.0668339874013,10.9149334660038,10.6466550338506,10.9566411654295
11566,"Adss",8.85273431230765,9.65947195098768,9.48227856897737,9.69207057438276
11568,"Aebp1",10.676188498143,10.2216664129401,10.3552891473115,9.87162614078605
11569,"Aebp2",8.29683019308468,8.81880184023467,8.71211855159858,8.43894775500165
11571,"Crisp1",7.41193462479118,7.42909285058025,7.33438503117618,7.24917272409439
11576,"Afp",8.57478272083875,9.80846147619962,8.60156188886719,8.57695666470609
11596,"Ager",11.3910922086095,12.1367059119964,12.2525371371493,12.3372288296841
11600,"Angpt1",7.46495409877734,7.01468306488965,7.07614752802251,7.22923941519677
11601,"Angpt2",8.5849014972331,8.03683736390733,8.10380536987716,8.52049451972496
11603,"Agrn",14.0086578549283,13.1677807342075,13.4786290206283,12.9647492306042
11604,"Agrp",7.11588898566159,7.21033650228458,6.95448714700532,7.20105181430327
11605,"Gla",7.41539848009475,7.2619186096421,7.04575966138268,7.20927058018526
11606,"Agt",6.92228706243213,7.23367958810046,7.54638807764861,7.28320413449679
11607,"Agtr1a",6.88821050997488,7.15819941475789,7.34313018339218,6.86174605151649
11609,"Agtr2",7.19241611646998,7.39981195932568,7.12673673310506,7.09803208296053
11610,"Agtrap",10.5843636016321,10.2791680131899,9.35382224131046,10.294268934218
11611,"Agxt",7.15816785042806,7.08858950670462,6.82420299670355,6.79587731679508
11625,"Ahsg",7.56517415922579,7.21581305846119,7.75914520111006,7.52943355351629
