"","kidney_normal_batch1_rep1","kidney_normal_batch1_rep2","kidney_normal_batch2"
"ILMN_2470615",9.2724171432764,8.32168120206741,8.68956858403616
"ILMN_2596016",9.88237014207868,9.91322174569968,9.92212316495302
"ILMN_1242334",8.11142323072042,7.79883389062502,8.10068289227537
"ILMN_2915716",9.25182719548157,9.88852392079127,9.2859362573583
"ILMN_1258239",8.61617397188202,8.29676506891178,9.10801233653222
"ILMN_1240205",8.65885104758705,8.61286648044226,8.60130863349807
"ILMN_1259701",8.47611797303534,8.51395054097509,9.43902844762197
"ILMN_1237581",8.57175368697016,8.38176559059219,8.67668362379532
"ILMN_2607196",6.88398982353395,6.96644022807162,7.36904615121783
"ILMN_1235939",6.89944605840518,6.86972575177129,7.0409713394538
"ILMN_2621882",13.3079986000373,13.1126151829696,13.4695140738252
"ILMN_2850839",12.2288509370677,12.6567362506264,11.9891346681986
"ILMN_2691869",11.472240492321,11.8630596905341,11.3967040175351
"ILMN_1216463",7.48591483620253,6.82639711131237,7.03205770376313
"ILMN_2659694",6.19230110265699,6.17208316055239,6.89420304065355
"ILMN_2523903",11.0336469940649,11.115900370218,10.4035662152515
"ILMN_2651743",6.59516462484078,6.52605581483691,6.56727695841741
"ILMN_1217369",7.76583621381449,7.22066642972902,7.88921248788469
"ILMN_2789047",7.71157464481741,7.84324309364963,8.25402437667068
"ILMN_2550016",10.3591634731559,10.287085732662,10.8958860661877
"ILMN_2958076",12.7520730156916,12.7004665072622,12.7329485502746
"ILMN_1239895",10.1268737582867,9.94126111035309,10.1942142638065
"ILMN_1238713",10.4965470623529,10.2020114901995,10.4691053147855
"ILMN_1248658",10.3821203472972,10.6125390687133,10.2875580383911
"ILMN_2634338",11.8274322470705,11.903784640872,12.1216545719362
"ILMN_1218725",11.8001274363855,11.0199205377597,11.8990685308269
"ILMN_2938179",10.3321915708247,10.0880997805168,9.95777178130913
"ILMN_1225158",12.4590461397577,12.5999209974501,12.561388048596
"ILMN_2452855",9.71876698688634,9.85250649582634,9.87173312546001
"ILMN_1213881",9.57752071779269,9.45481542488169,9.99579762705677
