"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1255201",0.1055324722425,7.21869401871041,0.815756179830699,0.439872181849391,0.613534038647261,-7.1346549390242
"ILMN_2634670",0.121582533700761,7.07477260736177,0.815718706208352,0.439892329596149,0.613534038647261,-7.13468665981099
"ILMN_1257975",-0.102731608354658,7.16768290391077,-0.815033351376033,0.440260924702299,0.613998719402554,-7.13526658619098
"ILMN_2628594",0.138697836403142,7.33852790441709,0.814924664436179,0.440319398028726,0.6140099463779,-7.13535851632759
"ILMN_2628828",0.160645206680011,7.39204381654414,0.814886685801176,0.440339831719515,0.6140099463779,-7.13539063719158
"ILMN_2746116",0.100853973354397,7.00140046248537,0.814663038144248,0.440460174494766,0.614128341445598,-7.13557976435873
"ILMN_1230244",0.140684862139412,7.47980420434358,0.81459462272511,0.440496992772298,0.614130269627278,-7.13563761104138
"ILMN_2965066",-0.14729031217143,9.65292648491889,-0.814382670342957,0.440611070121192,0.61423990156615,-7.13581679546781
"ILMN_1254788",-0.0946304364915536,6.98470040827116,-0.814249429673703,0.440682793624855,0.614290476659886,-7.13592941709161
"ILMN_3162281",-0.127481280057643,7.13716349989583,-0.814125942005247,0.440749274320555,0.614304037422257,-7.13603378123293
"ILMN_2639579",-0.178388176198297,11.6542777537688,-0.814032273723316,0.440799706124257,0.614304037422257,-7.13611293504203
"ILMN_1235868",0.0921970334535764,7.25159269244045,0.813971645587696,0.440832350965867,0.614304037422257,-7.13616416441598
"ILMN_2869182",0.139783616829702,9.85467419885025,0.813968019489587,0.440834303468964,0.614304037422257,-7.13616722828395
"ILMN_1251229",-0.109132911795921,7.43431607884874,-0.813855839110466,0.440894710904876,0.614319161271315,-7.13626200934236
"ILMN_2969314",0.112062789919449,7.35592295697879,0.813786268553416,0.440932176482552,0.614319161271315,-7.13632078392636
"ILMN_2959122",0.108224978116713,7.43852750229588,0.813750396544575,0.440951495367558,0.614319161271315,-7.13635108766719
"ILMN_2940802",0.113412523923079,8.81495221832214,0.813624512921976,0.441019294691151,0.614364230873109,-7.13645742203765
"ILMN_3068103",0.103252718781544,7.20812209293464,0.813462516241651,0.441106554693222,0.614436400851007,-7.13659424099094
"ILMN_1247407",0.145674078548055,7.07523745950539,0.813058251788755,0.441324365206455,0.614673934716837,-7.1369355747253
"ILMN_2758300",0.177033960365556,9.88432258612701,0.813014365684103,0.44134801474908,0.614673934716837,-7.13697262065889
"ILMN_2714678",0.105485079636578,7.22342240177483,0.812773535942843,0.441477809816497,0.614805297061447,-7.13717588443162
"ILMN_1222817",0.121420718358052,7.20589079100303,0.812573124858848,0.441585841447573,0.614894400900956,-7.13734499585116
"ILMN_3156782",-0.132210152631091,7.08112382813944,-0.812519808167795,0.441614584906347,0.614894400900956,-7.137389979806
"ILMN_2642800",0.12767093289558,7.16554012244036,0.812457399387079,0.441648231632052,0.614894400900956,-7.13744263173116
"ILMN_2741194",-0.117741090289777,7.22960117532219,-0.8122970463361,0.441734691641697,0.614965373993272,-7.13757790000375
"ILMN_1230998",0.105676434219437,7.24825543308697,0.811839558621539,0.44198142678872,0.615200717101956,-7.13796369790978
"ILMN_2657066",-0.157564209013122,10.8527618406455,-0.811813259014101,0.441995613761056,0.615200717101956,-7.13798587075208
"ILMN_2712393",-0.093682304483468,7.05929717602679,-0.811786160696605,0.442010231917001,0.615200717101956,-7.13800871634688
"ILMN_2782307",0.168464392135515,10.2303819294525,0.811686200192827,0.442064158392474,0.615226365462135,-7.13809298384868
"ILMN_1224222",0.134325888744143,7.82613913866209,0.811447390880737,0.442193009178306,0.615248911983629,-7.13829426682448
"ILMN_2728038",-0.429747739901192,9.539927123969,-0.811437696050473,0.442198240623187,0.615248911983629,-7.13830243716789
"ILMN_3162120",0.102268131967008,7.1587473107527,0.811287749254996,0.4422791591454,0.615248911983629,-7.13842879480901
"ILMN_2704177",-0.185662359588322,9.32923233946602,-0.811250088645784,0.442299484238166,0.615248911983629,-7.13846052769771
"ILMN_2672662",0.106532016713984,7.36615963931344,0.811234894723319,0.442307684444945,0.615248911983629,-7.13847332977145
"ILMN_2766651",0.115092813796989,7.35361209064621,0.81119563733262,0.442328872267327,0.615248911983629,-7.13850640627853
"ILMN_2877541",0.169113528067756,9.90936300969851,0.811127526310095,0.442365634510369,0.615248911983629,-7.13856379037376
"ILMN_1227671",-0.115563382608999,7.32384849815026,-0.811057160297891,0.44240361608433,0.615248911983629,-7.13862307007786
"ILMN_2924969",0.14310122740666,7.47312417576215,0.811028431021019,0.442419123981083,0.615248911983629,-7.13864727176043
"ILMN_2719333",0.0933818644480837,7.32889622214551,0.810998357248896,0.442435358031964,0.615248911983629,-7.13867260528306
"ILMN_2650774",-0.0961577025498048,7.31428434068541,-0.810921395381547,0.442476904512304,0.615257319648807,-7.13873743278227
"ILMN_2652732",0.0982834183854475,7.33653045409763,0.810659800386192,0.442618142069342,0.615404333750803,-7.13895774427656
"ILMN_2989480",0.129633945903409,7.21774771263179,0.810529609958954,0.442688444719526,0.61545270619558,-7.1390673665651
"ILMN_2913930",-0.122156147374957,7.42936273154801,-0.810399954284757,0.44275846628835,0.615500680135028,-7.13917652392339
"ILMN_2588597",0.128362746259609,7.50405759683739,0.810266391520406,0.442830605930655,0.615551590582626,-7.13928895536906
