"ID","Symbol","lung_tumor_myc_rep1","lung_tumor_myc_rep2","lung_tumor_myc_rep3","lung_tumor_myc_rep4","lung_tumor_myc_rep5"
320404,"Itpkb",6.96564000794404,7.0508009581508,7.36084708417966,6.97599122753134,7.14599581145195
320405,"Cadps2",11.0608183461925,8.73889447230968,11.8856248849614,10.6292712307723,7.72297825420872
320415,"Gchfr",7.06290447661837,7.85130046770963,7.13082409668996,7.37521671107663,7.10584886400699
320438,"Alg6",7.14987411171821,7.38240787629496,7.51939054134796,7.18416249530599,7.18902146572414
320472,"Ppm1e",7.18636189125299,7.15142885981514,7.01510138893488,7.21674585819531,6.82766026862917
320484,"Rasal3",7.38010927734995,7.4241137880433,7.26047854480393,7.58997878177131,7.71072035147486
320487,"Heatr5a",8.13633903961607,8.25300748980028,8.22272684703997,8.10260733359708,8.70388455642017
320506,"Lmbrd2",6.95259566011932,7.00056344271011,6.9420012603316,7.07347215397646,7.11439305486731
320508,"Cachd1",7.33642287437615,7.33365852826406,7.27833329452294,7.390222706877,7.16283187515535
320538,"Ubn2",7.99859042974533,8.38139423994606,8.76055363297574,8.44351341363279,8.49044979387953
320541,"Slc35e2",8.35560044254212,8.50706669999459,8.15490349099992,8.2046030593114,8.22175703942191
320560,"Dennd5b",7.61259209245431,7.85646443573415,7.68728819169779,7.69226677192714,7.55712859747719
320563,"Islr2",6.97903213422736,7.3455161336969,7.06022306088117,7.39188798534714,7.56999797252765
320581,"Idi2",11.617835288473,7.06133762074871,7.04841313748141,6.94742290836479,7.06769740722274
320590,"Svopl",8.21733675719584,7.34961297182452,8.21838160137782,8.87921946694482,7.46464784828104
320595,"Phf8",7.12667221185993,7.30349537679038,7.60645148184167,7.25520564917671,7.12728504721522
320604,"Ccdc169",7.07537886599521,7.23774773356118,7.02928722696825,6.96751448080097,6.89746734172189
320609,"Strip2",7.32479935481874,7.13423377689601,7.09285622371519,7.51002235881376,7.29482174733526
320631,"Abca15",7.20359831553731,7.34252560149574,7.25983424968523,7.19477917719631,7.1845960180697
320632,"Snrnp200",9.49546157907837,10.4064574815364,9.72529169258062,9.50635717443975,9.21038216706571
320634,"Ocrl",9.23695594278784,8.51024494159743,9.04482099010184,9.11613274042102,9.38215115576853
320655,"Pgap3",7.55437300681903,7.40891349481519,7.82948490860957,7.49570515465951,7.78402132437418
320661,"D5Ertd579e",9.03856752956147,9.0369033629505,8.70422788389694,8.71211855159858,9.31007309006176
320662,"Casc1",7.21087401065617,7.06027119091415,7.20999680651916,7.22072718860529,7.27653816830234
320664,"Cass4",7.27035373399582,7.31803433109442,7.39703281709685,7.42269554445622,7.26450124517451
320679,"Samd12",7.77744026423915,6.82766026862917,7.63276805472875,7.21577565302028,7.04015270644364
320683,"Zfp629",7.86248238736251,7.82418310336101,8.22222133267868,7.65315856827349,7.89674865144925
320685,"Dctd",9.95324159070691,10.8777370617583,9.94833985224389,9.19275514264037,8.27878337675938
320696,"Ccdc158",7.18716646584459,6.82420299670355,6.82316817898474,7.07868454619464,7.04015270644364
320701,"Tafa4",7.0480099837896,6.97060923576077,7.14987411171821,7.19352536050121,7.06123616574775
320703,"B230340J04Rik",7.15589340189602,7.29157363049077,7.26956503283919,7.32631712331985,7.42353615338948
320705,"Bend6",7.17554955063619,7.78979852228507,7.06726628304434,7.25136405506488,7.31967212094699
320709,"Tmem117",7.58378795450234,7.5274770060604,7.79903872312234,7.56085822348344,7.76433255224471
320712,"Abi3bp",7.39162846691642,7.35486512868575,7.4579772804988,7.31236869536739,7.312880307043
320713,"Mysm1",10.0214007792832,9.55742780130773,9.49781442217549,9.33165875679345,9.56567332962135
320714,"Trappc11",7.24376903196185,7.41774705086736,7.36238221623699,7.49850020560433,7.4892960591493
320717,"Pptc7",11.7356697215697,11.6195866743553,11.2270104319237,12.0450194419849,11.8650203484881
320718,"Slc26a9",9.48549201088001,8.18937797173468,9.25664646463146,8.81264981390242,7.66024211675087
