Name,Gene
mSE_05659,Zmiz1
mSE_05660,Ing1
mSE_05661,2010305A19Rik
mSE_05662,Arid1a
mSE_05663,Bahcc1
mSE_05664,Cdrt4
mSE_05665,Cdkn1b
mSE_05666,G630016D24Rik
mSE_05667,Sulf2
mSE_05668,Rai1
mSE_05669,Dusp6
mSE_05670,1810010D01Rik
mSE_05671,Dlg5
mSE_05672,Cdh11
mSE_05673,Tmpo
mSE_05674,Tmem119
mSE_05675,Bcl9
mSE_05676,Pigc
mSE_05677,Lmx1b
mSE_05678,Igf2bp1
mSE_05679,Tns3
mSE_05680,Lzts2
mSE_05681,Ccr7
mSE_05682,Jund
mSE_05683,Zfp827
mSE_05684,Zfp521
mSE_05685,Ets2
mSE_05686,Ddit4
mSE_05687,Smarcd3
mSE_05688,Mir148a
mSE_05689,Mfap4
mSE_05690,Haao
mSE_05691,Mcts2
mSE_05692,Pcbp1
mSE_05693,Sall1
mSE_05694,Creb3l2
mSE_05695,Zfp608
mSE_05696,Gm7244
mSE_05697,Plxnb1
mSE_05698,Igfbp4
mSE_05699,Fam101a
mSE_05700,Cstad
mSE_05701,Olfml3
mSE_05702,Tle3
mSE_05703,Trib1
mSE_05704,Zfp36
mSE_05705,Arid1b
mSE_05706,Efs
mSE_05707,S1pr2
mSE_05708,Ctdsp1
mSE_05709,Tspan32
mSE_05710,Tcf4
mSE_05711,Hes1
mSE_05712,Scx
mSE_05713,Btg2
mSE_05714,Tnfaip8
mSE_05715,Ephb4
mSE_05716,Creb5
mSE_05717,Mir99b
mSE_05718,Ssbp2
mSE_05719,Src
mSE_05720,Smad6
mSE_05721,Edn3
mSE_05722,Zfp503
mSE_05723,Mir181a-2
mSE_05724,Tnrc6a
mSE_05725,Tbx5
mSE_05726,Anxa6
mSE_05727,Xrcc6bp1
mSE_05728,Ccnd3
mSE_05729,Islr
mSE_05730,Tpm4
mSE_05731,Gt(ROSA)26Sor
mSE_05732,Bmf
mSE_05733,Ctdsp2
mSE_05734,Reep3
mSE_05735,Mfap2
mSE_05736,Prrx2
mSE_05737,Chd9
mSE_05738,Evx2
mSE_05739,1700018B08Rik
mSE_05740,Ccnd2
mSE_05741,Anp32a
mSE_05742,Igf1r
mSE_05743,Dmrt1
mSE_05744,Actb
mSE_05745,Ubc
mSE_05746,Dnm3os
mSE_05747,Zbtb25
mSE_05748,Zfp462
mSE_05749,Hoxa9
mSE_05750,Sertad4
mSE_05751,Dhrs3
mSE_05752,Anapc13
mSE_05753,Rpl7
mSE_05754,Hmga1
mSE_05755,Cnn3
mSE_05756,Psmd7
mSE_05757,Tsc22d1
mSE_05758,Ddr2
mSE_05759,Chd2
mSE_05760,Mir1894
mSE_05761,Spsb1
mSE_05762,Tmco5
mSE_05763,Cyr61
mSE_05764,Agbl5
mSE_05765,Gng2
mSE_05766,Loxl2
mSE_05767,Pcdh18
mSE_05768,U2af2
mSE_05769,Ubash3b
mSE_05770,Mmp14
mSE_05771,Snord17
mSE_05772,Hist1h1c
mSE_05773,Stx6
mSE_05774,Hist2h2ac
mSE_05775,Zfp36l2
mSE_05776,Zfp541
mSE_05777,Myh9
mSE_05778,Cacna1g
mSE_05779,P4ha3
mSE_05780,Mir143
mSE_05781,Arid1a
mSE_05782,Foxk1
mSE_05783,Mylip
mSE_05784,Emid2
mSE_05785,Flnb
mSE_05786,Ywhaz
mSE_05787,Gm5084
mSE_05788,Tenc1
mSE_05789,Cyth3
mSE_05790,Klrb1b
mSE_05791,BC032203
mSE_05792,Spry2
mSE_05793,Twist1
mSE_05794,Eftud1
mSE_05795,Ddc
mSE_05796,Tmpo
mSE_05797,Zfp239
mSE_05798,Mat2b
mSE_05799,Igf2r
mSE_05800,Kcns1
mSE_05801,Mir214
mSE_05802,Cyp26b1
mSE_05803,Pik3r3
mSE_05804,1200009O22Rik
mSE_05805,Usp29
mSE_05806,Sparc
mSE_05807,Spred1
mSE_05808,Cuedc1
mSE_05809,Rpl14
mSE_05810,2610039C10Rik
mSE_05811,Mef2d
mSE_05812,Fgfr1
mSE_05813,Ier5l
mSE_05814,Tbx15
mSE_05815,Ssbp3
mSE_05816,Polr2a
mSE_05817,Atf7ip
mSE_05818,Nsd1
mSE_05819,Col1a1
mSE_05820,Hist1h2bb
mSE_05821,Vcan
mSE_05822,Sulf2
mSE_05823,Bmpr2
mSE_05824,Asb1
mSE_05825,Mex3a
mSE_05826,Fbn2
mSE_05827,Mirlet7i
mSE_05828,9430020K01Rik
mSE_05829,Col1a2
mSE_05830,Rnf122
mSE_05831,Msx1as
mSE_05832,Ubtf
mSE_05833,Wipf1
mSE_05834,Foxo3
mSE_05835,Itga11
mSE_05836,Aknad1
mSE_05837,3930402G23Rik
mSE_05838,Sema6a
mSE_05839,Smad7
mSE_05840,Tubb5
mSE_05841,Arhgap5
mSE_05842,Cxcl14
mSE_05843,Mir23b
mSE_05844,Neat1
mSE_05845,Cyth1
mSE_05846,Zfp423
mSE_05847,Hist1h3a
mSE_05848,Hist1h2bc
mSE_05849,Hnrnpul1
mSE_05850,Apol7a
mSE_05851,Zmiz1
mSE_05852,Mirlet7i
mSE_05853,Zcchc24
mSE_05854,Mirlet7a-1
mSE_05855,Fhl3
mSE_05856,A630055G03Rik
mSE_05857,Ahnak
mSE_05858,Rasl11b
mSE_05859,Mir1907
mSE_05860,Asb6
mSE_05861,Stx16
mSE_05862,Fscn1
mSE_05863,Mab21l1
mSE_05864,Hmgb1
mSE_05865,Slc38a4
mSE_05866,Ier5
mSE_05867,Mllt10
mSE_05868,Elk3
mSE_05869,Psmd7
mSE_05870,Rnmtl1
mSE_05871,Fmnl3
mSE_05872,Sfxn3
mSE_05873,Kctd15
mSE_05874,BC002230
mSE_05875,Zmiz1
mSE_05876,Arhgef16
mSE_05877,Traf4
mSE_05878,Zfp36l1
mSE_05879,Mirlet7c-2
mSE_05880,Gpr3
mSE_05881,Wfikkn2
mSE_05882,1110001J03Rik
mSE_05883,Hist1h1e
mSE_05884,Unc5b
mSE_05885,Ntn3
mSE_05886,Cdk2ap1
mSE_05887,Mir130a
mSE_05888,Fat4
mSE_05889,Ccnd1
mSE_05890,Atf4
mSE_05891,Mxi1
mSE_05892,Igf2bp3
mSE_05893,Msra
mSE_05894,Fam176b
mSE_05895,Ccnd3
mSE_05896,Cd9
mSE_05897,Fbln2
mSE_05898,Trim62
mSE_05899,Col6a1
mSE_05900,Tcf7l2
mSE_05901,Mb
mSE_05902,Pfn1
mSE_05903,Fstl1
mSE_05904,Tns3
mSE_05905,Trim8
mSE_05906,Has2
mSE_05907,Odz3
mSE_05908,Carm1
mSE_05909,Msx2
mSE_05910,Mbd6
mSE_05911,Birc2
mSE_05912,Rbm9
mSE_05913,Timm22
mSE_05914,Irs1
mSE_05915,Spag7
mSE_05916,Rgma
mSE_05917,Abl1
mSE_05918,Nxnl2
mSE_05919,Notch1
mSE_05920,Ptprs
mSE_05921,Klf12
mSE_05922,Gpc6
mSE_05923,Zfp36l1
mSE_05924,Nfatc1
mSE_05925,Atp1a2
mSE_05926,Crabp1
mSE_05927,Pcolce
mSE_05928,Spata18
mSE_05929,Arhgap5
mSE_05930,Actg1
mSE_05931,Hist1h4d
mSE_05932,Rbm9
mSE_05933,Bach2
mSE_05934,Mir365-2
mSE_05935,Chst11
mSE_05936,Tpt1
mSE_05937,Zfp423
mSE_05938,Wbp4
mSE_05939,Mertk
mSE_05940,Dpf1
mSE_05941,Rasl11b
mSE_05942,Boc
mSE_05943,Tcf7l1
mSE_05944,Ssbp4
mSE_05945,Actn1
mSE_05946,Tgfbi
mSE_05947,Tgfbr2
mSE_05948,Jub
mSE_05949,Angptl2
mSE_05950,Zmiz1
mSE_05951,Pmepa1
mSE_05952,Col16a1
mSE_05953,Spata18
mSE_05954,Tom1l2
mSE_05955,BC003267
mSE_05956,3930402G23Rik
mSE_05957,Zfp395
mSE_05958,Boc
mSE_05959,Sned1
mSE_05960,Cd248
mSE_05961,Ccnd2
mSE_05962,Axin2
mSE_05963,Emp1
mSE_05964,Axin2
mSE_05965,Cstad
mSE_05966,Cxxc5
mSE_05967,Laptm4a
mSE_05968,Lhx9
mSE_05969,Adnp
mSE_05970,Gja1
mSE_05971,Tuba1a
mSE_05972,Gnai2
mSE_05973,Fat1
mSE_05974,Mirlet7c-2
mSE_05975,Ebf1
mSE_05976,Hoxa13
mSE_05977,Lonrf2
mSE_05978,Foxj2
mSE_05979,Mn1
mSE_05980,Kctd1
mSE_05981,Ripply3
mSE_05982,Cdc42ep4
mSE_05983,Mir125b-1
mSE_05984,Mex3c
mSE_05985,Bat2
mSE_05986,Six5
mSE_05987,Cspg4
mSE_05988,Cdon
mSE_05989,Tuba1c
mSE_05990,Dnahc2
mSE_05991,Dusp4
mSE_05992,Mnt
mSE_05993,Hmg20a
mSE_05994,Chsy1
mSE_05995,Ggta1
mSE_05996,Phc1
mSE_05997,Gsk3a
mSE_05998,Emp3
mSE_05999,Rps24
mSE_06000,Gm10389
mSE_06001,1700108F19Rik
mSE_06002,Vim
mSE_06003,Arhgap28
mSE_06004,Adpgk
mSE_06005,Fzd9
mSE_06006,Pitpnc1
mSE_06007,Tpcn1
mSE_06008,Rasl11b
mSE_06009,Bgn
mSE_06010,Epcam
mSE_06011,Lasp1
mSE_06012,Gli1
mSE_06013,Slc14a2
mSE_06014,Ror2
mSE_06015,Thrap3
mSE_06016,Osbpl1a
mSE_06017,Zfpm1
mSE_06018,D930020E02Rik
mSE_06019,Supt4h1
mSE_06020,Tbxas1
mSE_06021,Slc4a1
mSE_06022,Mir144
mSE_06023,Nprl3
mSE_06024,Wdr26
mSE_06025,Lao1
mSE_06026,Smad6
mSE_06027,Agpat4
mSE_06028,Zc3h4
mSE_06029,Pdzk1ip1
mSE_06030,F830002L21Rik
mSE_06031,Kcnn4
mSE_06032,Gpr146
mSE_06033,Bcl2l1
mSE_06034,Gmpr
mSE_06035,Ank1
mSE_06036,Rpl6
mSE_06037,Btg2
mSE_06038,Sema4b
mSE_06039,Usp4
mSE_06040,E230029C05Rik
mSE_06041,Pim1
mSE_06042,Cd47
mSE_06043,Cpeb4
mSE_06044,Gypc
mSE_06045,Aff1
mSE_06046,Fcnb
mSE_06047,Rbm38
mSE_06048,E2f2
mSE_06049,Ranbp10
mSE_06050,Fig4
mSE_06051,Emilin2
mSE_06052,Agfg1
mSE_06053,Eef2k
mSE_06054,Lpcat1
mSE_06055,Pcx
mSE_06056,C130039O16Rik
mSE_06057,Hmbs
mSE_06058,Brpf3
mSE_06059,Tmem184a
mSE_06060,Slc30a10
mSE_06061,Tbc1d2b
mSE_06062,Ucp3
mSE_06063,Pim1
mSE_06064,Foxo3
mSE_06065,Slc20a1
mSE_06066,Nfe2
mSE_06067,Slc22a23
mSE_06068,Pnpo
mSE_06069,Rhof
mSE_06070,3110056O03Rik
mSE_06071,Tmcc2
mSE_06072,Gfi1b
mSE_06073,Fam117a
mSE_06074,Fech
mSE_06075,Clk3
mSE_06076,Hectd1
mSE_06077,Ppp1r9b
mSE_06078,St3gal1
mSE_06079,Arhgap23
mSE_06080,Lmo2
mSE_06081,Med13l
mSE_06082,Ubac1
mSE_06083,Tspan33
mSE_06084,Zdhhc19
mSE_06085,Bat2l
mSE_06086,Usp7
mSE_06087,Abcb10
mSE_06088,Ifnar1
mSE_06089,Aqp9
mSE_06090,2210020M01Rik
mSE_06091,Rnf145
mSE_06092,Nprl3
mSE_06093,Cldn13
mSE_06094,Dhrs11
mSE_06095,Mgll
mSE_06096,Epb4.1
mSE_06097,Tnfrsf14
mSE_06098,Cd47
mSE_06099,Fam125b
mSE_06100,Dnajb12
mSE_06101,Arrdc2
mSE_06102,Rnf216
mSE_06103,Hs6st1
mSE_06104,Zmynd8
mSE_06105,Mt1
mSE_06106,Prdx2
mSE_06107,Grina
mSE_06108,Gp9
mSE_06109,Ehd1
mSE_06110,Fam109b
mSE_06111,St3gal5
mSE_06112,Zc3hav1
mSE_06113,Tcf7l2
mSE_06114,Fam55b
mSE_06115,Fam53b
mSE_06116,Phospho1
mSE_06117,Ssh1
mSE_06118,Capn5
mSE_06119,Slc41a3
mSE_06120,Rftn1
mSE_06121,Mst1
mSE_06122,Lipc
mSE_06123,Cecr2
mSE_06124,Cno
mSE_06125,Hist1h3i
mSE_06126,Gcnt1
mSE_06127,8430427H17Rik
mSE_06128,Ormdl3
mSE_06129,Bcl2l13
mSE_06130,Hk1
mSE_06131,Actb
mSE_06132,Lmo2
mSE_06133,Glrx5
mSE_06134,Gm10941
mSE_06135,Tspan32
mSE_06136,Chst11
mSE_06137,Cyth3
mSE_06138,Ankrd9
mSE_06139,Ccnd3
mSE_06140,Myo18a
mSE_06141,Cpox
mSE_06142,Zfp217
mSE_06143,Slc6a9
mSE_06144,Rreb1
mSE_06145,Klf16
mSE_06146,Vamp5
mSE_06147,Ncoa4
mSE_06148,Dapk2
mSE_06149,Gse1
mSE_06150,Prkar2b
mSE_06151,Gpr68
mSE_06152,Cd82
mSE_06153,Neat1
mSE_06154,Zfp36l2
mSE_06155,Mir1904
mSE_06156,Ube2c
mSE_06157,Slc25a38
mSE_06158,Slc16a10
mSE_06159,Ikzf1
mSE_06160,Add1
mSE_06161,Thap3
mSE_06162,Larp1
mSE_06163,Parp16
mSE_06164,Tlcd1
mSE_06165,Hist1h2af
mSE_06166,Opa3
mSE_06167,Ptdss2
mSE_06168,Ifnar2
mSE_06169,Gm7244
mSE_06170,Mylk3
mSE_06171,St3gal4
mSE_06172,Slc3a2
mSE_06173,Rhd
mSE_06174,Fam46c
mSE_06175,Mgst3
mSE_06176,Lancl2
mSE_06177,Malat1
mSE_06178,Fhdc1
mSE_06179,Ube2v1
mSE_06180,Lipc
mSE_06181,Ap2a2
mSE_06182,Butr1
mSE_06183,Tmc6
mSE_06184,Ttc39a
mSE_06185,Atg14
mSE_06186,Ehbp1l1
mSE_06187,Spnb1
mSE_06188,Nt5c3
mSE_06189,Arsg
mSE_06190,Mesdc2
mSE_06191,Wbp4
mSE_06192,Taldo1
mSE_06193,Isca1
mSE_06194,Ano1
mSE_06195,Aqp1
mSE_06196,Tmem131
mSE_06197,Mafg
mSE_06198,Dennd4a
mSE_06199,Atf4
mSE_06200,1110020G09Rik
mSE_06201,Pip5k1b
mSE_06202,Lpcat1
mSE_06203,Car2
mSE_06204,Agmat
mSE_06205,Ppp1r15a
mSE_06206,3830408C21Rik
mSE_06207,Adrb2
mSE_06208,Lgals9
mSE_06209,Slc43a3
mSE_06210,Frmd4a
mSE_06211,Txnrd2
mSE_06212,Myh7b
mSE_06213,Suv420h2
mSE_06214,Rffl
mSE_06215,Gse1
mSE_06216,Cldn10
mSE_06217,Creg1
mSE_06218,Trak2
mSE_06219,Hemgn
mSE_06220,Mknk2
mSE_06221,Dapp1
mSE_06222,Gnat2
mSE_06223,Bmp2k
mSE_06224,Susd2
mSE_06225,Cic
mSE_06226,Nhlrc4
mSE_06227,Bcl11a
mSE_06228,Zfp341
mSE_06229,Tbc1d24
mSE_06230,Asprv1
mSE_06231,Josd1
mSE_06232,Tspo2
mSE_06233,Azin1
mSE_06234,F2rl2
mSE_06235,Fam38a
mSE_06236,Eif5
mSE_06237,Bach1
mSE_06238,Chd7
mSE_06239,Alad
mSE_06240,Cdkn1b
mSE_06241,Mcl1
mSE_06242,2010002N04Rik
mSE_06243,Rab3il1
mSE_06244,Asb1
mSE_06245,AA986860
mSE_06246,Fam134a
mSE_06247,Ptp4a3
mSE_06248,Relt
mSE_06249,Tmem120b
mSE_06250,Ufsp1
mSE_06251,Mboat2
mSE_06252,Atpif1
mSE_06253,Rab8b
mSE_06254,C230035I16Rik
mSE_06255,Uba7
mSE_06256,Rnase1
mSE_06257,Galnt10
mSE_06258,Gan
mSE_06259,Carhsp1
mSE_06260,Ube2o
mSE_06261,Eif5a
mSE_06262,Epb4.9
mSE_06263,Herc1
mSE_06264,Sppl3
mSE_06265,Prkab1
mSE_06266,Fam92b
mSE_06267,Fn3k
mSE_06268,Ssbp3
mSE_06269,Asb17
mSE_06270,Ttll12
mSE_06271,Klf13
mSE_06272,Pak6
mSE_06273,Nr1d1
mSE_06274,Dedd2
mSE_06275,Cltc
mSE_06276,A930018P22Rik
mSE_06277,Stom
mSE_06278,Iqcd
mSE_06279,Pip4k2c
mSE_06280,Adam10
mSE_06281,Pabpc1
mSE_06282,Lypd4
mSE_06283,Dido1
mSE_06284,Dusp1
mSE_06285,Snord93
mSE_06286,Plekho2
mSE_06287,Rap1gap2
mSE_06288,Ccnd3
mSE_06289,Tmem204
mSE_06290,Tnp1
mSE_06291,Fth1
mSE_06292,Hist1h2ai
mSE_06293,Ppap2a
mSE_06294,Gm7102
mSE_06295,Gm16516
mSE_06296,Pacsin2
mSE_06297,1700001K23Rik
mSE_06298,Ttc39a
mSE_06299,Clic4
mSE_06300,Ddr1
mSE_06301,Ddit3
mSE_06302,Ppp2r1b
mSE_06303,Tcf3
mSE_06304,Mrvi1
mSE_06305,Slc11a2
mSE_06306,Tbx2
mSE_06307,Lyl1
mSE_06308,4933403F05Rik
mSE_06309,Trim58
mSE_06310,Inpp5d
mSE_06311,A930005I04Rik
mSE_06312,Zdhhc14
mSE_06313,Wapal
mSE_06314,Megf11
mSE_06315,Uros
mSE_06316,Kel
mSE_06317,Hscb
mSE_06318,1810058I24Rik
mSE_06319,Oaf
mSE_06320,Eif2c2
mSE_06321,Pklr
mSE_06322,Ampd3
mSE_06323,Hist1h3a
mSE_06324,Osbpl1a
mSE_06325,Ypel4
mSE_06326,Usp12
mSE_06327,Cited4
mSE_06328,Tmem14c
mSE_06329,Bsdc1
mSE_06330,Mki67
mSE_06331,Padi1
mSE_06332,A230051G13Rik
mSE_06333,Fcnb
mSE_06334,2010011I20Rik
mSE_06335,Sphk1
mSE_06336,Snx3
mSE_06337,St3gal6
mSE_06338,Ptma
mSE_06339,Ptma
mSE_06340,Klf3
mSE_06341,Rcc2
mSE_06342,1190002H23Rik
mSE_06343,Tnfaip8
mSE_06344,Nptn
mSE_06345,3110002H16Rik
mSE_06346,Odc1
mSE_06347,Hdac11
mSE_06348,ORF61
mSE_06349,Bmp2k
mSE_06350,Ninj2
mSE_06351,Slc43a1
mSE_06352,1110067D22Rik
mSE_06353,Slc7a5
mSE_06354,Reep6
mSE_06355,Micall2
mSE_06356,Rgs6
mSE_06357,Slc22a4
mSE_06358,Darc
mSE_06359,Ermap
mSE_06360,Gm4980
mSE_06361,Plek2
mSE_06362,Cbfa2t3
mSE_06363,Vwf
mSE_06364,Ptprj
mSE_06365,Abhd2
mSE_06366,Pik3r1
mSE_06367,Plxnc1
mSE_06368,Ifrd2
mSE_06369,Slc2a1
mSE_06370,Ell2
mSE_06371,Adcy6
mSE_06372,St3gal2
mSE_06373,Agfg2
mSE_06374,Clint1
mSE_06375,Hist2h2be
mSE_06376,Sertad1
mSE_06377,Arrb1
mSE_06378,Sh3glb1
mSE_06379,Serpine1
mSE_06380,Mir33
mSE_06381,Rgs12
mSE_06382,Acp5
mSE_06383,Wasf3
mSE_06384,Chsy1
mSE_06385,Mical3
mSE_06386,Gtpbp2
mSE_06387,Lgals1
mSE_06388,Tnfrsf21
mSE_06389,Mpst
mSE_06390,Adra2b
mSE_06391,Rnf10
mSE_06392,Hnrnpf
mSE_06393,Hist2h4
mSE_06394,Dek
mSE_06395,BC017158
mSE_06396,Adcy7
mSE_06397,AI314976
mSE_06398,Stk11
mSE_06399,Mir681
mSE_06400,Baz2a
mSE_06401,Hebp1
mSE_06402,Trim8
mSE_06403,B4galt1
mSE_06404,Fam13b
mSE_06405,Hist1h1c
mSE_06406,Gusb
mSE_06407,Fam46c
mSE_06408,Mnt
mSE_06409,Mir1894
mSE_06410,Itga4
mSE_06411,Mbd2
mSE_06412,Cln8
mSE_06413,Tsc22d1
mSE_06414,B4galt3
mSE_06415,Tom1l1
mSE_06416,Spire1
mSE_06417,Nrip1
mSE_06418,Wbp2
mSE_06419,Snord85
mSE_06420,Atxn7l1
mSE_06421,Phc1
mSE_06422,8430419L09Rik
mSE_06423,Tmpo
mSE_06424,Tmod1
mSE_06425,Ccrn4l
mSE_06426,Tpm1
mSE_06427,Cxcr7
mSE_06428,Josd2
mSE_06429,Mkrn1
mSE_06430,Klf1
mSE_06431,Eif3d
mSE_06432,Ccl22
mSE_06433,Zfp36l2
mSE_06434,Zcchc6
mSE_06435,Ank
mSE_06436,1190007F08Rik
mSE_06437,Mcart1
mSE_06438,Sh3pxd2a
mSE_06439,Hcfc1
mSE_06440,Art4
mSE_06441,Unkl
mSE_06442,Tgm2
mSE_06443,Trim59
mSE_06444,Endod1
mSE_06445,Irf2bp2
mSE_06446,Nfe2l2
mSE_06447,Spry1
mSE_06448,Gadd45a
mSE_06449,Lyl1
mSE_06450,Hba-a2
mSE_06451,H2afy3
mSE_06452,Mxi1
mSE_06453,Acsl5
mSE_06454,Hist1h2bb
mSE_06455,Wipi1
mSE_06456,Ldlrap1
mSE_06457,Ctsd
mSE_06458,D15Ertd621e
mSE_06459,Foxj2
mSE_06460,Nudt19
mSE_06461,Fabp3
mSE_06462,Nmnat3
mSE_06463,Sertad2
mSE_06464,Hlx
mSE_06465,Col23a1
mSE_06466,Hist1h2be
mSE_06467,Cfl1
mSE_06468,Prkar2b
mSE_06469,Slc16a1
mSE_06470,Prkag1
mSE_06471,Klf11
mSE_06472,Bmp2k
mSE_06473,Pak4
mSE_06474,Rnf19a
mSE_06475,Tpra1
mSE_06476,Sgms1
mSE_06477,Frs2
mSE_06478,Shb
mSE_06479,Tbcel
mSE_06480,Hagh
mSE_06481,Clcn2
mSE_06482,Tnk1
mSE_06483,Apeh
mSE_06484,Tfdp2
mSE_06485,Ctsb
mSE_06486,Hemgn
mSE_06487,Max
mSE_06488,Brd2
mSE_06489,Hmcn1
mSE_06490,Dennd2c
mSE_06491,Arrdc3
mSE_06492,Zfp750
mSE_06493,1110038D17Rik
mSE_06494,2210403K04Rik
mSE_06495,8430427H17Rik
mSE_06496,Dusp8
mSE_06497,Ncoa7
mSE_06498,Stk24
mSE_06499,Narf
mSE_06500,Mtfr1
mSE_06501,Steap3
mSE_06502,Sla
mSE_06503,Smox
mSE_06504,Fignl1
mSE_06505,Rap1a
mSE_06506,Klf3
mSE_06507,Bsg
mSE_06508,Stk40
mSE_06509,Camta1
mSE_06510,Gm13476
mSE_06511,Tab1
mSE_06512,Mll5
mSE_06513,Sgms1
mSE_06514,Acp1
mSE_06515,Fam163a
mSE_06516,Tnfaip2
mSE_06517,Ak3
mSE_06518,Srsf10
mSE_06519,Bax
mSE_06520,Cnih3
mSE_06521,Bcor
mSE_06522,Rnf19a
mSE_06523,Zbtb25
mSE_06524,Hdgf
mSE_06525,Cdh29
mSE_06526,Vangl1
mSE_06527,St3gal1
mSE_06528,Mknk1
mSE_06529,March3
mSE_06530,Fzr1
mSE_06531,Mtss1
mSE_06532,Fbxo9
mSE_06533,Rngtt
mSE_06534,Gypa
mSE_06535,Hist1h2ac
mSE_06536,Fryl
mSE_06537,Atg4d
mSE_06538,Atxn7l3
mSE_06539,Srcrb4d
mSE_06540,Sipa1
mSE_06541,Hist1h4i
mSE_06542,Arid1a
mSE_06543,5730508B09Rik
mSE_06544,Epn1
mSE_06545,Mfsd2b
mSE_06546,Ctss
mSE_06547,Slc9a8
mSE_06548,Cxcr7
mSE_06549,Cmah
mSE_06550,March3
mSE_06551,Gramd4
mSE_06552,Cyb5
mSE_06553,Nudt9
mSE_06554,Mocs1
mSE_06555,Atp2b4
mSE_06556,Icam4
mSE_06557,Podxl
mSE_06558,Rabgef1
mSE_06559,Pgrmc2
mSE_06560,Hnrnpf
mSE_06561,Prim2
mSE_06562,Midn
mSE_06563,0610039K10Rik
mSE_06564,4930583H14Rik
mSE_06565,Sftpb
mSE_06566,March5
mSE_06567,Mki67
mSE_06568,Klf13
mSE_06569,Ier2
mSE_06570,Ssx2ip
mSE_06571,Slc29a1
mSE_06572,2310015A10Rik
mSE_06573,Itpr2
mSE_06574,March2
mSE_06575,Picalm
mSE_06576,Bola3
mSE_06577,Lmna
mSE_06578,Rps6ka1
mSE_06579,Hn1
mSE_06580,Rrm2
mSE_06581,E2f4
mSE_06582,Zfp219
mSE_06583,Chd2
mSE_06584,Rnf44
mSE_06585,Alas2
mSE_06586,Plekho2
mSE_06587,Prex1
mSE_06588,Pabpc4
mSE_06589,Grtp1
mSE_06590,Alpl
mSE_06591,Cdyl
mSE_06592,Mns1
mSE_06593,Orm2
mSE_06594,Dok1
mSE_06595,BC021614
mSE_06596,Pqlc1
mSE_06597,3110062M04Rik
mSE_06598,Sun1
mSE_06599,Tns1
mSE_06600,Malat1
mSE_06601,Trak1
mSE_06602,Klf13
mSE_06603,Cuedc1
mSE_06604,Zbtb16
mSE_06605,Ablim1
mSE_06606,Pitpnm2
mSE_06607,Mirlet7c-2
mSE_06608,Adamtsl4
mSE_06609,Txnip
mSE_06610,Nr1d1
mSE_06611,Klf9
mSE_06612,Chd2
mSE_06613,Bcl2l1
mSE_06614,Sec14l1
mSE_06615,Hspg2
mSE_06616,Rcsd1
mSE_06617,Mef2d
mSE_06618,Zmynd8
mSE_06619,Btg2
mSE_06620,Gm5069
mSE_06621,Actn4
mSE_06622,Atp2a2
mSE_06623,Zmiz1
mSE_06624,Epas1
mSE_06625,Rbpms
mSE_06626,Rapgef2
mSE_06627,Rusc2
mSE_06628,Ddit4
mSE_06629,6430527G18Rik
mSE_06630,Gata4
mSE_06631,Nfic
mSE_06632,Gtf2e2
mSE_06633,Ehd4
mSE_06634,Ehd1
mSE_06635,Gm6772
mSE_06636,Tob2
mSE_06637,Spnb2
mSE_06638,Ptp4a3
mSE_06639,Fam160b1
mSE_06640,Dusp1
mSE_06641,Jph2
mSE_06642,Mll5
mSE_06643,Pim3
mSE_06644,Elk3
mSE_06645,B430010I23Rik
mSE_06646,Rbm20
mSE_06647,Col4a1
mSE_06648,Fli1
mSE_06649,Sorbs1
mSE_06650,Sorbs1
mSE_06651,Zfp36
mSE_06652,Zfp710
mSE_06653,Gab1
mSE_06654,Cyth1
mSE_06655,Per1
mSE_06656,Cstad
mSE_06657,Egfl7
mSE_06658,Rhof
mSE_06659,Crip2
mSE_06660,Mir23a
mSE_06661,Nfia
mSE_06662,Nfib
mSE_06663,Irf2bp2
mSE_06664,Pkig
mSE_06665,Mtap7d1
mSE_06666,Tenc1
mSE_06667,Heg1
mSE_06668,2310044G17Rik
mSE_06669,Midn
mSE_06670,Clic5
mSE_06671,Lmod2
mSE_06672,Mir1903
mSE_06673,Mir145
mSE_06674,Ahdc1
mSE_06675,Hnrnpl
mSE_06676,Notch1
mSE_06677,Mb
mSE_06678,Tnrc18
mSE_06679,Klf2
mSE_06680,Gpr116
mSE_06681,Mknk2
mSE_06682,Id3
mSE_06683,Zc3h4
mSE_06684,Hk2
mSE_06685,Tcp11
mSE_06686,Sema7a
mSE_06687,Herpud1
mSE_06688,Snrk
mSE_06689,Wasf2
mSE_06690,Ubc
mSE_06691,Egln1
mSE_06692,Lmo7
mSE_06693,Id1
mSE_06694,Rgl1
mSE_06695,Mbnl2
mSE_06696,Jup
mSE_06697,Speg
mSE_06698,Afap1l1
mSE_06699,Lims2
mSE_06700,1810011O10Rik
mSE_06701,Actn2
mSE_06702,Ergic1
mSE_06703,Ldb3
mSE_06704,Bicd2
mSE_06705,Lyl1
mSE_06706,Sparc
mSE_06707,Tcf4
mSE_06708,Bag3
mSE_06709,Kcnk3
mSE_06710,Tmem211
mSE_06711,Haao
mSE_06712,Pde4dip
mSE_06713,Tgm2
mSE_06714,Anp32a
mSE_06715,4933426M11Rik
mSE_06716,Plxna2
mSE_06717,Inpp5k
mSE_06718,Gna12
mSE_06719,Myh9
mSE_06720,Tmem204
